PMC,Detector,Mg_%,Al_%,Ca_%,Ti_%,Fe_%,Si_%,Mg_int,Al_int,Ca_int,Ti_int,Fe_int,Si_int,image_i,image_j
2378,A,0.2774,0.0,26.9182,0.0,0.1237,0.0,19.4,0.0,58180.8,0.0,238.5,0.0,347.9,251.41
2378,B,0.2984,0.0158,27.3696,0.0207,0.1771,0.0,21.3,4.3,60495.0,26.7,349.8,0.0,347.9,251.41
2379,A,0.2737,0.0448,25.541,0.0786,0.5417,0.0049,19.2,12.0,56328.1,102.6,1072.2,3.8,347.9,249.09
2379,B,0.5055,0.0648,23.5171,0.0,0.4056,0.0,36.3,17.5,52694.9,0.0,821.7,0.0,347.9,249.09
2380,A,0.3898,0.0443,25.0094,0.0645,0.688,0.01,27.1,11.7,54722.8,84.1,1357.7,7.5,347.9,246.77
2380,B,0.432,0.0339,24.303,0.046,0.7119,0.0047,30.5,9.1,54063.3,61.1,1431.2,3.6,347.9,246.77
2381,A,0.4453,0.0226,24.184,0.0609,0.7233,0.0093,31.0,6.0,53033.1,79.8,1434.8,6.9,347.9,244.44
2381,B,0.304,0.0015,21.9983,0.0382,0.5659,0.0086,21.5,0.4,49093.3,50.5,1135.8,6.6,347.9,244.44
2382,A,0.5508,0.0719,25.3294,0.0132,0.4757,0.0188,38.8,19.1,55698.5,17.3,947.0,14.1,347.9,242.12
2382,B,0.2419,0.0412,24.9532,0.0354,0.4652,0.0118,17.0,11.1,54862.0,45.9,916.6,9.0,347.9,242.12
2383,A,0.4441,0.0479,22.6042,0.0083,0.4094,0.0012,31.4,12.8,49868.0,10.9,815.2,0.9,347.9,239.81
2383,B,0.2871,0.0511,25.3312,0.0531,0.5278,0.0,20.4,13.9,56522.6,70.1,1057.4,0.0,347.9,239.81
2384,A,0.6976,0.049,26.904,0.0,0.3757,0.0169,48.7,12.8,58285.4,0.0,738.0,12.5,347.9,237.5
2384,B,0.2218,0.0297,23.2366,0.0,0.3262,0.0,16.4,8.4,53689.7,0.0,674.3,0.0,347.9,237.5
2385,A,0.3615,0.024,25.4047,0.0317,0.2258,0.0,24.7,6.2,54054.5,39.7,430.5,0.0,347.9,235.19
2385,B,0.3212,0.0257,26.4963,0.0072,0.2968,0.0,22.5,6.9,57731.0,9.3,578.8,0.0,347.9,235.19
2386,A,0.4035,0.0463,28.6014,0.0,0.3112,0.0,27.0,11.8,59377.9,0.0,580.0,0.0,347.9,232.89
2386,B,0.6017,0.0552,27.155,0.0102,0.244,0.0,42.2,14.6,58889.2,13.1,477.7,0.0,347.9,232.89
2387,A,0.2701,0.0267,25.0587,0.0384,0.6503,0.0,18.9,7.1,55216.0,50.1,1286.4,0.0,347.9,230.58
2387,B,0.2309,0.0351,23.4639,0.05,0.5357,0.0,16.2,9.4,51666.4,65.1,1057.6,0.0,347.9,230.58
2388,A,0.4425,0.0309,21.5145,0.122,1.4191,0.0298,30.2,8.0,47318.3,164.8,2850.2,21.8,347.89,228.28
2388,B,0.4353,0.0285,20.9361,0.0983,1.4517,0.0042,30.3,7.5,47144.2,135.8,2984.9,3.1,347.89,228.28
2389,A,0.1568,0.0264,23.1201,0.0442,0.5531,0.0042,10.9,7.1,50800.4,57.3,1087.5,3.2,347.89,226.0
2389,B,0.1806,0.0438,24.1881,0.0266,0.5609,0.0159,12.8,11.9,54005.9,35.1,1122.0,12.3,347.89,226.0
2390,A,0.2046,0.018,25.7084,0.0087,0.2414,0.0,14.4,4.9,56451.7,11.2,473.0,0.0,347.89,223.7
2390,B,0.4603,0.0424,26.6116,0.0039,0.3039,0.0,32.6,11.4,58537.9,5.1,601.5,0.0,347.89,223.7
2391,A,0.22,0.017,26.3226,0.0389,0.5601,0.0009,15.1,4.5,56662.9,49.4,1079.5,0.7,347.89,221.42
2391,B,0.3293,0.0518,25.4642,0.0401,0.554,0.0,23.5,14.1,56895.0,53.1,1113.3,0.0,347.89,221.42
2392,A,0.4007,0.0554,26.2622,0.0317,0.3836,0.0,28.5,15.0,58266.0,41.5,764.8,0.0,347.89,219.13
2392,B,0.4304,0.0136,25.8739,0.0294,0.4239,0.0,30.9,3.7,57979.8,38.9,854.2,0.0,347.89,219.13
2393,A,0.4004,0.0199,28.9092,0.0,0.1001,0.0053,27.7,5.2,61754.6,0.0,191.3,4.0,347.89,216.85
2393,B,0.5466,0.0831,28.961,0.0,0.0863,0.0,37.9,21.7,61787.9,0.0,165.6,0.0,347.89,216.85
2394,A,0.3872,0.0134,26.6627,0.0,0.0149,0.0,28.1,3.7,59757.5,0.0,29.8,0.0,347.89,214.57
2394,B,0.2656,0.0481,27.8714,0.0,0.0239,0.0,19.3,13.4,62459.4,0.0,47.7,0.0,347.89,214.57
2395,A,0.2385,0.041,28.0259,0.0,0.0393,0.0,17.3,11.4,62855.4,0.0,78.6,0.0,347.89,212.31
2395,B,0.2514,0.0146,23.5637,0.0,0.0095,0.0251,21.2,4.7,61618.9,0.0,22.2,23.0,347.89,212.31
2396,A,0.3541,0.0274,29.067,0.0,0.0115,0.0,25.1,7.4,63417.1,0.0,22.4,0.0,347.89,210.04
2396,B,0.4162,0.0278,28.2058,0.0,0.002,0.0,30.1,7.6,62762.0,0.0,4.0,0.0,347.89,210.04
2397,A,0.446,0.031,26.6319,0.0,0.0065,0.0,32.4,8.5,59690.8,0.0,13.0,0.0,347.88,207.77
2397,B,0.7318,0.0517,30.098,0.0,0.036,0.0,49.4,13.1,62345.1,0.0,67.3,0.0,347.88,207.77
2398,A,0.5015,0.0532,29.8897,0.0,0.0379,0.0,34.7,13.9,63643.8,0.0,72.5,0.0,347.88,205.51
2398,B,0.481,0.0428,28.9366,0.0,0.0288,0.0,34.0,11.4,62904.6,0.0,56.3,0.0,347.88,205.51
2399,A,0.3617,0.0646,26.7255,0.0,0.0284,0.0,26.3,17.8,59834.8,0.0,57.0,0.0,347.88,203.26
2399,B,0.228,0.0473,28.4234,0.0,0.0355,0.0,16.4,13.0,63188.5,0.0,70.3,0.0,347.88,203.26
2400,A,0.6236,0.0984,23.7168,0.0,0.1394,0.0,38.6,22.8,45255.6,0.0,241.5,0.0,347.88,201.0
2400,B,0.3857,0.0711,29.3935,0.0,0.0363,0.0018,27.0,18.9,63332.0,0.0,70.0,1.4,347.88,201.0
2401,A,0.4274,0.0318,28.732,0.0,0.047,0.0,30.5,8.6,63316.8,0.0,92.7,0.0,347.88,198.75
2401,B,0.6961,0.0205,30.1949,0.0,0.0621,0.0,46.1,5.1,61445.8,0.0,113.8,0.0,347.88,198.75
2402,A,0.3139,0.0304,28.7681,0.0,0.0386,0.0035,22.4,8.3,63402.9,0.0,75.9,2.7,347.88,196.5
2402,B,0.3817,0.0658,27.8745,0.0,0.0439,0.0075,27.7,18.2,62408.3,0.0,88.0,5.8,347.88,196.5
2403,A,0.2683,0.0244,29.9177,0.0,0.0716,0.0,18.5,6.4,63660.9,0.0,135.9,0.0,347.88,194.26
2403,B,0.2448,0.0096,28.0441,0.0,0.0579,0.0,17.6,2.7,62429.6,0.0,114.9,0.0,347.88,194.26
2404,A,0.4718,0.06,31.2511,0.0,0.0377,0.0,31.2,15.0,63466.0,0.0,68.7,0.0,347.88,192.02
2404,B,0.3269,0.0342,27.7788,0.0,0.0356,0.0035,23.7,9.5,62251.9,0.0,71.3,2.8,347.88,192.02
2405,A,0.472,0.0,31.3068,0.0,0.043,0.0,29.0,0.0,59335.8,0.0,72.9,0.0,347.87,189.78
2405,B,0.3196,0.0266,26.4838,0.0,0.0646,0.0143,24.4,7.8,62585.7,0.0,136.6,11.8,347.87,189.78
2406,A,0.5236,0.0546,26.5633,0.0,0.0536,0.0011,38.1,15.0,59550.0,0.0,108.1,0.9,347.87,187.55
2406,B,0.1751,0.0565,27.3191,0.0,0.0544,0.0004,13.0,16.2,62915.6,0.0,111.6,0.3,347.87,187.55
2407,A,0.2458,0.059,27.3989,0.0,0.039,0.0,18.3,16.8,63105.0,0.0,80.3,0.0,345.52,187.56
2407,B,0.233,0.027,27.7055,0.0,0.0551,0.0036,16.9,7.5,61997.4,0.0,109.9,2.8,345.52,187.56
2408,A,0.1705,0.0282,27.2636,0.0,0.0644,0.0,12.7,8.1,63084.2,0.0,132.6,0.0,345.52,189.79
2408,B,0.5008,0.0445,28.6798,0.0,0.0333,0.0026,35.3,11.9,62297.5,0.0,64.9,2.0,345.52,189.79
2409,A,0.3559,0.0103,27.9844,0.0,0.0505,0.0,26.0,2.9,63071.7,0.0,101.8,0.0,345.52,192.03
2409,B,0.6503,0.0405,30.0228,0.0,0.0363,0.0,44.4,10.4,63016.5,0.0,68.6,0.0,345.52,192.03
2410,A,0.406,0.0513,30.1539,0.0,0.0676,0.0,27.7,13.3,63471.7,0.0,127.4,0.0,345.52,194.27
2410,B,0.5217,0.0,28.0084,0.0,0.0218,0.0,37.8,0.0,62437.9,0.0,43.7,0.0,345.52,194.27
2411,A,0.5678,0.0469,31.6389,0.0,0.0168,0.0,36.8,11.5,62909.8,0.0,30.0,0.0,345.52,196.51
2411,B,0.2361,0.0386,26.3647,0.0,0.0505,0.0,17.2,10.8,59515.1,0.0,101.6,0.0,345.52,196.51
2412,A,0.4845,0.1085,29.8928,0.0,0.063,0.0,33.1,28.4,62788.3,0.0,119.0,0.0,345.52,198.76
2412,B,0.2639,0.0105,28.0634,0.0,0.0289,0.0,19.1,2.9,62803.6,0.0,57.7,0.0,345.52,198.76
2413,A,0.5426,0.0866,26.6169,0.0208,0.02,0.0,39.5,23.8,59664.4,27.4,40.3,0.0,345.51,201.01
2413,B,0.6323,0.0508,31.1184,0.0,0.0777,0.0,41.5,12.6,62833.3,0.0,141.2,0.0,345.51,201.01
2414,A,0.5855,0.0905,28.4523,0.0234,0.0342,0.0,41.1,23.9,61490.7,29.7,66.5,0.0,345.51,203.27
2414,B,0.4043,0.0776,27.3918,0.0,0.0358,0.0,29.9,21.8,62426.7,0.0,73.1,0.0,345.51,203.27
2415,A,0.4272,0.0919,26.8899,0.0,0.0258,0.0,31.1,25.4,60302.2,0.0,52.0,0.0,345.51,205.53
2415,B,0.4003,0.0259,28.5888,0.0,0.0,0.0,28.9,7.1,63523.7,0.0,0.0,0.0,345.51,205.53
2416,A,0.5315,0.0226,29.6572,0.0,0.0575,0.0078,36.8,5.9,63229.5,0.0,110.1,5.8,345.51,207.78
2416,B,0.3056,0.0783,28.897,0.0,0.0201,0.0,21.6,21.1,62842.8,0.0,39.1,0.0,345.51,207.78
2417,A,0.6484,0.0457,32.4314,0.0,0.0845,0.0,40.7,10.8,62656.7,0.0,146.8,0.0,345.51,210.05
2417,B,0.3804,0.0999,24.869,0.0,0.076,0.0,25.7,26.0,51901.4,0.0,142.7,0.0,345.51,210.05
2418,A,0.5583,0.0637,26.5626,0.0,0.0106,0.0,40.7,17.5,59552.4,0.0,21.5,0.0,345.51,212.32
2418,B,0.4167,0.0484,28.8309,0.0,0.0392,0.0,28.5,12.6,60720.2,0.0,74.0,0.0,345.51,212.32
2419,A,0.4145,0.0509,26.6242,0.0,0.0233,0.0,30.1,14.1,59682.3,0.0,46.8,0.0,345.51,214.58
2419,B,0.235,0.0412,26.1797,0.0,0.0425,0.0062,18.2,12.2,62744.8,0.0,91.0,5.3,345.51,214.58
2420,A,0.0176,0.0218,23.8669,0.0,0.0082,0.0,1.5,7.1,62301.6,0.0,18.9,0.0,345.51,216.86
2420,B,0.4462,0.066,28.3684,0.0,0.0658,0.0,31.9,17.9,62608.6,0.0,130.3,0.0,345.51,216.86
2421,A,0.41,0.0467,28.1535,0.0,0.0534,0.0,29.3,12.7,62094.2,0.0,105.5,0.0,345.51,219.14
2421,B,0.2547,0.0387,28.0109,0.0,0.0573,0.0,18.3,10.6,62281.7,0.0,113.6,0.0,345.51,219.14
2422,A,0.4628,0.0054,24.1885,0.0298,0.3974,0.0,31.9,1.4,52020.9,37.9,769.5,0.0,345.51,221.43
2422,B,0.5427,0.0146,25.5034,0.0523,0.4467,0.0,38.7,3.9,56698.6,69.0,896.0,0.0,345.51,221.43
2423,A,0.4995,0.0,25.6243,0.0829,0.4857,0.0,35.2,0.0,56466.7,108.4,964.0,0.0,345.51,223.71
2423,B,0.2617,0.0,24.9865,0.0271,0.4335,0.0,18.7,0.0,55937.4,35.6,868.5,0.0,345.51,223.71
2424,A,0.262,0.0317,24.2507,0.087,0.7013,0.0145,18.2,8.4,53235.2,113.6,1384.4,11.0,345.51,226.01
2424,B,0.3407,0.0157,23.6744,0.0558,0.7296,0.0051,24.1,4.2,52824.6,74.1,1467.6,3.9,345.51,226.01
2425,A,0.3248,0.0769,22.8028,0.1525,0.9086,0.0133,22.4,20.2,49909.7,201.1,1798.4,9.8,345.51,228.29
2425,B,0.3595,0.0467,22.0991,0.098,0.9865,0.0293,25.6,12.6,50114.9,134.2,2028.4,22.5,345.51,228.29
2426,A,0.2047,0.0352,23.3348,0.0498,0.6153,0.0,14.5,9.5,52090.9,65.8,1231.4,0.0,345.5,230.59
2426,B,0.262,0.0135,24.1434,0.1244,0.6855,0.0045,18.4,3.6,53542.9,164.3,1365.8,3.4,345.5,230.59
2427,A,0.4601,0.0107,26.1515,0.0,0.2209,0.0006,31.7,2.8,55927.0,0.0,424.4,0.4,345.5,232.9
2427,B,0.5212,0.0098,26.4719,0.0,0.2551,0.017,37.3,2.7,58770.5,0.0,510.2,13.1,345.5,232.9
2428,A,0.3832,0.0549,25.4523,0.0,0.1863,0.0,27.1,14.7,55752.2,0.0,366.1,0.0,345.5,235.2
2428,B,0.5279,0.0335,26.032,0.0,0.221,0.0,37.7,9.0,57590.0,0.0,440.4,0.0,345.5,235.2
2429,A,0.3486,0.0242,26.8494,0.0,0.2402,0.0029,24.7,6.5,59044.5,0.0,473.4,2.2,345.5,237.51
2429,B,0.2926,0.0183,23.2153,0.0,0.2206,0.0047,21.3,5.1,52702.2,0.0,448.3,3.7,345.5,237.51
2430,A,0.4337,0.0079,26.6938,0.0205,0.3044,0.0,30.6,2.1,58579.2,26.5,599.8,0.0,345.5,239.82
2430,B,0.6385,0.0,26.4047,0.0,0.329,0.0,45.0,0.0,57802.5,0.0,650.3,0.0,345.5,239.82
2431,A,0.4814,0.0585,26.9499,0.0573,0.3484,0.003,33.7,15.5,58596.4,73.7,682.4,2.2,345.5,242.13
2431,B,0.3943,0.0681,25.7914,0.005,0.341,0.0059,28.4,18.6,57821.7,6.6,688.0,4.6,345.5,242.13
2432,A,0.2106,0.0725,24.7831,0.0177,0.5697,0.0062,14.4,19.0,53376.4,22.6,1100.7,4.6,345.5,244.45
2432,B,0.3241,0.0,24.2853,0.0448,0.6251,0.0,22.8,0.0,53852.9,58.9,1245.6,0.0,345.5,244.45
2433,A,0.3471,0.0287,25.0196,0.0352,0.5861,0.0,24.4,7.7,55177.9,46.0,1162.3,0.0,345.5,246.78
2433,B,0.4466,0.0789,24.4015,0.0388,0.5636,0.0207,31.9,21.3,54559.3,51.7,1139.9,15.8,345.5,246.78
2434,A,0.4027,0.0542,23.9929,0.0522,0.7946,0.0,28.3,14.4,53177.1,69.3,1591.7,0.0,345.5,249.1
2434,B,0.4269,0.0422,21.9295,0.0454,0.6578,0.0,30.3,11.3,49161.2,60.8,1333.9,0.0,345.5,249.1
2435,A,0.7341,0.0258,23.0934,0.0193,0.6126,0.0,50.8,6.6,49994.3,25.2,1209.0,0.0,345.5,251.43
2435,B,0.2485,0.0219,24.0653,0.0501,0.6828,0.0,17.6,5.9,53685.3,66.3,1367.5,0.0,345.5,251.43
2331,B,0.3061,0.0136,24.6471,0.0755,0.4849,0.0117,21.9,3.7,55335.9,100.2,977.3,9.1,347.96,365.26
2436,B,0.3977,0.0,24.1565,0.0397,0.5893,0.0,28.4,0.0,54220.4,52.9,1190.5,0.0,345.5,253.76
2437,A,0.3354,0.0012,22.9636,0.0122,0.4774,0.0096,23.9,0.3,51288.9,16.1,958.0,7.4,345.49,256.09
2438,A,0.3698,0.0611,24.9009,0.0725,0.5588,0.0076,26.0,16.3,54884.6,94.9,1109.2,5.8,345.5,258.45
2438,B,0.2996,0.0363,22.1928,0.0221,0.4689,0.017,21.3,9.8,49386.1,29.2,938.8,13.0,345.5,258.45
2439,A,0.45,0.0074,19.4473,0.1683,1.897,0.0046,30.3,1.9,43177.1,234.0,3867.5,3.3,345.49,260.78
2439,B,0.343,0.0141,19.0996,0.1962,1.8314,0.0193,23.4,3.7,43025.0,275.9,3776.4,14.2,345.49,260.78
2440,A,0.5748,0.0572,23.1015,0.0746,0.9692,0.0035,40.1,15.0,51032.6,99.7,1951.0,2.6,345.5,263.14
2440,B,0.3568,0.0217,21.2387,0.0692,0.834,0.0153,25.3,5.8,47893.8,93.7,1701.3,11.7,345.5,263.14
2441,A,0.3365,0.0463,26.3681,0.0447,0.4804,0.0139,23.4,12.3,57399.0,57.5,939.8,10.4,345.49,265.48
2441,B,0.2561,0.0411,23.652,0.0568,0.4469,0.0118,18.5,11.3,53474.0,75.9,906.6,9.2,345.49,265.48
2442,A,0.7502,0.0642,27.2836,0.084,0.489,0.0012,52.3,16.7,59192.3,108.9,962.6,0.9,345.5,267.85
2442,B,0.1987,0.0503,24.0818,0.0297,0.3965,0.0,14.2,13.8,53860.7,39.1,793.5,0.0,345.5,267.85
2443,A,0.5894,0.0455,27.5066,0.0573,0.4392,0.0024,41.4,12.0,60058.2,74.3,866.3,1.8,345.49,270.19
2443,B,0.351,0.0573,26.3208,0.059,0.4704,0.0084,25.4,15.8,59482.1,78.8,955.8,6.5,345.49,270.19
2444,A,0.3917,0.0328,27.3977,0.0485,0.4854,0.0,27.6,8.8,60271.0,63.0,959.7,0.0,345.49,272.56
2444,B,0.37,0.0321,26.3236,0.0617,0.4745,0.0,26.8,8.8,59597.5,82.6,964.8,0.0,345.49,272.56
2445,A,0.6027,0.0667,27.4726,0.0644,0.5222,0.0,42.2,17.5,59958.4,83.7,1030.7,0.0,345.5,274.95
2445,B,0.2792,0.0852,26.5984,0.0685,0.4933,0.0059,20.1,23.4,59727.2,91.0,994.9,4.6,345.5,274.95
2446,A,0.2539,0.0395,27.2576,0.035,0.5187,0.0081,17.8,10.6,59751.2,45.3,1019.1,6.2,345.49,277.3
2446,B,0.3646,0.0395,26.7968,0.0831,0.4858,0.0,26.0,10.7,59619.1,109.4,971.0,0.0,345.49,277.3
2447,A,0.4023,0.0705,22.4907,0.1028,0.6884,0.0172,27.6,18.3,48494.6,133.1,1345.7,12.6,345.49,279.68
2447,B,0.2054,0.03,24.1391,0.0322,0.423,0.0,14.7,8.3,54266.9,42.6,851.1,0.0,345.49,279.68
2448,A,0.5226,0.0274,23.9782,0.0567,0.8745,0.0117,36.0,7.1,52213.7,74.2,1728.5,8.7,345.49,282.06
2448,B,0.4738,0.0223,23.2222,0.055,0.7759,0.0174,33.8,6.0,52269.6,74.2,1583.1,13.3,345.49,282.06
2449,A,0.2997,0.0201,21.236,0.0947,1.2031,0.0044,20.4,5.2,46617.3,125.9,2391.8,3.2,345.5,284.46
2449,B,0.4311,0.0354,21.4407,0.1223,1.3537,0.0132,30.0,9.3,48043.6,167.9,2766.4,9.8,345.5,284.46
2450,A,0.4597,0.0074,25.5489,0.0268,0.6607,0.0149,32.2,1.9,56113.4,35.1,1309.5,11.2,345.48,286.82
2450,B,0.3162,0.0172,24.5513,0.0294,0.6255,0.0,22.6,4.7,55120.1,39.2,1262.6,0.0,345.48,286.82
2451,A,0.3243,0.0573,27.005,0.0,0.1617,0.0015,22.6,15.2,58337.4,0.0,312.8,1.2,345.48,289.21
2451,B,0.4001,0.0508,27.4232,0.0,0.2112,0.0017,28.3,13.6,60141.5,0.0,415.7,1.3,345.48,289.21
2452,A,0.2143,0.029,21.4657,0.0,0.1466,0.0018,14.9,7.7,46267.6,0.0,282.4,1.3,345.47,291.61
2452,B,0.5312,0.0128,26.9167,0.0024,0.1867,0.0,38.3,3.5,60019.0,3.1,374.4,0.0,345.47,291.61
2453,A,0.5468,0.0845,29.0973,0.0,0.1144,0.0065,37.4,21.8,61390.3,0.0,217.3,4.8,345.5,294.01
2453,B,0.3081,0.0231,26.8707,0.0,0.1477,0.0009,22.6,6.4,61005.6,0.0,299.9,0.7,345.5,294.01
2454,A,0.3709,0.0294,25.8615,0.0003,0.2031,0.0002,26.9,8.1,58066.6,0.4,408.8,0.2,345.47,296.41
2454,B,0.3026,0.0081,25.6588,0.0007,0.1893,0.0219,21.9,2.2,57520.3,0.9,379.8,17.2,345.47,296.41
2455,A,0.5541,0.0094,22.0838,0.14,1.3983,0.0018,38.1,2.4,48870.2,190.1,2826.1,1.3,345.47,298.82
2455,B,0.3031,0.0303,21.925,0.1563,1.4315,0.002,21.2,8.1,49502.3,215.6,2932.7,1.5,345.47,298.82
2456,A,0.2075,0.0341,20.7694,0.166,1.4111,0.0139,14.2,8.9,46026.3,224.8,2833.0,10.3,345.49,301.22
2456,B,0.2739,0.0202,20.5652,0.141,1.4274,0.013,18.9,5.3,46095.1,193.6,2906.5,9.7,345.49,301.22
2457,A,0.3159,0.0773,22.9603,0.0945,0.8642,0.0123,21.7,20.2,50082.8,123.6,1703.8,9.1,345.47,303.65
2457,B,0.4048,0.0221,22.36,0.0697,0.8492,0.0008,28.6,5.9,50133.8,93.9,1723.1,0.6,345.47,303.65
2458,A,0.3409,0.0558,23.3594,0.0725,0.8041,0.0,23.6,14.7,51219.0,95.1,1592.4,0.0,345.47,306.06
2458,B,0.3928,0.0491,21.7013,0.0293,0.7201,0.0106,28.2,13.4,49177.0,39.8,1476.9,8.2,345.47,306.06
2459,A,0.2184,0.0053,20.1372,0.1427,0.8351,0.0178,15.0,1.4,43984.6,187.2,1643.1,13.3,345.47,308.49
2459,B,0.2778,0.0202,21.3677,0.1954,1.0036,0.0203,19.7,5.5,48382.3,267.5,2053.2,15.6,345.47,308.49
2460,A,0.1936,0.0384,19.5591,0.0932,0.9431,0.0084,13.3,10.1,43166.2,123.8,1879.0,6.3,345.5,310.88
2460,B,0.4,0.0381,21.2436,0.1721,1.0848,0.0423,28.1,10.1,47736.6,235.6,2218.3,31.9,345.5,310.88
2461,A,0.4446,0.0495,21.9458,0.0724,1.0497,0.0025,30.8,13.0,48558.2,97.0,2111.7,1.8,345.48,313.33
2461,B,0.2805,0.0114,21.2314,0.0773,1.1262,0.0046,19.9,3.1,48219.6,106.0,2315.1,3.5,345.48,313.33
2462,A,0.3569,0.0385,21.7035,0.1016,1.1304,0.0226,24.6,10.1,47952.7,136.4,2270.0,16.8,345.48,315.77
2462,B,0.3997,0.0252,21.5827,0.1014,1.1661,0.0198,28.1,6.7,48586.7,138.9,2387.0,14.9,345.48,315.77
2463,A,0.3377,0.0293,23.2717,0.1714,0.9434,0.0,23.3,7.7,51113.7,226.5,1870.0,0.0,345.47,318.21
2463,B,0.3768,0.0329,22.9958,0.173,0.9662,0.0,26.4,8.8,51383.9,233.1,1952.0,0.0,345.47,318.21
2464,A,0.1757,0.0065,21.3688,0.0404,0.5364,0.006,12.4,1.8,47652.0,53.2,1071.1,4.6,345.48,320.63
2464,B,0.3897,0.0213,22.2646,0.103,0.5141,0.0,27.8,5.8,49954.9,137.5,1038.8,0.0,345.48,320.63
2465,A,0.411,0.0195,23.7796,0.0383,0.7132,0.0324,28.5,5.1,51887.1,49.9,1406.9,24.1,345.47,323.1
2465,B,0.3273,0.0369,21.1713,0.0442,0.6451,0.0059,23.5,10.1,47994.9,59.7,1319.9,4.6,345.47,323.1
2466,A,0.3745,0.0237,22.7375,0.0636,0.904,0.0059,26.1,6.3,50369.4,84.6,1811.2,4.5,345.47,325.55
2466,B,0.2037,0.0692,22.3324,0.082,0.9435,0.0,14.5,18.8,50514.9,111.2,1924.4,0.0,345.47,325.55
2467,A,0.3313,0.0154,22.441,0.009,0.4277,0.0037,23.6,4.2,50000.5,11.8,856.4,2.9,345.48,327.99
2467,B,0.2106,0.0147,21.8147,0.0176,0.477,0.0,15.0,4.0,48833.9,23.2,956.8,0.0,345.48,327.99
2468,A,0.4905,0.0441,25.9034,0.0082,0.3889,0.0116,34.3,11.6,56447.6,10.6,763.8,8.7,345.47,330.46
2468,B,0.3752,0.0458,21.5499,0.0,0.3601,0.0,27.6,12.7,49449.9,0.0,744.3,0.0,345.47,330.46
2469,A,0.3273,0.0303,22.3313,0.0389,0.6233,0.0,22.5,7.9,48422.8,50.2,1217.5,0.0,345.47,332.91
2469,B,0.1448,0.0138,23.0009,0.0787,0.7655,0.0053,10.3,3.8,52038.2,105.7,1552.1,4.1,345.47,332.91
2470,A,0.349,0.0257,24.2485,0.0347,0.6323,0.0,24.4,6.8,53395.0,45.3,1253.7,0.0,345.47,335.38
2470,B,0.4355,0.0129,23.7338,0.057,0.6725,0.0083,31.1,3.5,53384.6,76.5,1365.7,6.4,345.47,335.38
2471,A,0.4491,0.0307,25.1372,0.048,0.5812,0.0018,31.3,8.1,54953.7,62.4,1146.0,1.3,345.47,337.84
2471,B,0.3276,0.0231,24.559,0.0386,0.5789,0.0,23.1,6.2,54434.0,50.7,1152.9,0.0,345.47,337.84
2472,A,0.2447,0.0557,24.2586,0.0554,0.6621,0.0058,17.0,14.8,53184.5,72.1,1305.4,4.4,345.47,340.33
2472,B,0.2713,0.0313,21.4455,0.0029,0.479,0.0235,19.5,8.6,48548.4,3.9,975.5,18.3,345.47,340.33
2473,A,0.3288,0.0258,21.9735,0.0,0.5795,0.0,22.8,6.8,48048.5,0.0,1141.3,0.0,345.47,342.8
2473,B,0.3613,0.0366,23.6249,0.047,0.6384,0.0128,25.7,9.9,52820.8,62.6,1287.5,9.8,345.47,342.8
2474,A,0.3044,0.0129,23.3634,0.0361,0.6202,0.0,20.9,3.4,50445.9,46.3,1203.3,0.0,345.47,345.28
2474,B,0.3057,0.0526,21.019,0.0125,0.5999,0.0188,21.9,14.3,47393.3,16.7,1221.1,14.5,345.47,345.28
2475,A,0.5241,0.0348,24.82,0.0525,0.3588,0.0,36.9,9.3,54443.9,68.3,710.4,0.0,345.47,347.77
2475,B,0.3116,0.004,23.682,0.0127,0.2314,0.0061,22.3,1.1,52819.8,16.6,462.1,4.8,345.47,347.77
2476,A,0.3379,0.0145,19.1571,0.077,1.1284,0.0272,23.3,3.8,42566.3,104.1,2280.8,20.2,345.47,350.25
2476,B,0.3225,0.0171,20.4266,0.0855,1.2744,0.006,22.5,4.5,45917.5,116.9,2601.2,4.5,345.47,350.25
2477,A,0.4223,0.0257,18.3235,0.1495,1.747,0.0122,28.4,6.5,40572.9,207.1,3554.4,8.8,345.47,352.74
2477,B,0.326,0.0471,17.7209,0.1614,1.637,0.0397,22.5,12.3,40110.2,228.2,3401.4,29.4,345.47,352.74
2478,A,0.233,0.0531,20.9447,0.1162,1.2947,0.0208,15.6,13.6,45360.1,153.3,2543.2,15.1,345.46,355.25
2478,B,0.3576,0.0201,20.1446,0.1412,1.2637,0.0167,24.9,5.3,45181.8,193.8,2579.6,12.5,345.46,355.25
2479,A,0.379,0.0275,24.2406,0.0777,0.6795,0.0,26.7,7.4,53861.5,102.8,1360.0,0.0,345.46,357.75
2479,B,0.6294,0.0594,23.6232,0.062,0.7097,0.0174,45.0,15.9,53045.7,83.8,1451.1,13.2,345.46,357.75
2480,A,0.4584,0.0246,28.1964,0.0259,0.1722,0.0,32.0,6.5,60834.8,32.8,333.5,0.0,345.46,360.25
2480,B,0.4405,0.0391,26.4285,0.0,0.1951,0.0,31.2,10.5,57939.8,0.0,384.4,0.0,345.46,360.25
2481,A,0.3737,0.0251,28.4022,0.0263,0.0749,0.0,26.5,6.8,62265.6,33.8,146.9,0.0,345.46,362.76
2481,B,0.1076,0.012,26.5594,0.0,0.1052,0.0,8.0,3.4,61579.3,0.0,216.6,0.0,345.46,362.76
