PMC,Detector,Mg_%,Al_%,Ca_%,Ti_%,Fe_%,Si_%,Mg_int,Al_int,Ca_int,Ti_int,Fe_int,Si_int,image_i,image_j
107,B,0.4299,0.0407,28.5001,0.0,0.0251,0.0,31.3,11.2,63853.6,0.0,50.3,0.0,402.23,196.24
108,A,0.4836,0.03,29.1832,0.0,0.0359,0.0,34.3,8.1,63790.9,0.0,70.3,0.0,402.28,198.48
108,B,0.5197,0.0318,29.9598,0.0,0.0133,0.0,35.9,8.3,63739.4,0.0,25.3,0.0,402.28,198.48
109,A,0.5458,0.0374,27.4764,0.0,0.042,0.0,39.7,10.3,61609.4,0.0,84.7,0.0,402.32,200.73
109,B,0.7317,0.0813,22.3229,0.0,0.1531,0.0,45.7,18.9,42927.0,0.0,268.3,0.0,402.32,200.73
110,A,0.652,0.0329,31.3052,0.0,0.0748,0.0,42.7,8.1,63176.3,0.0,135.6,0.0,402.36,202.98
110,B,0.5565,0.0583,29.6593,0.0,0.0537,0.0,38.5,15.2,63210.2,0.0,102.9,0.0,402.36,202.98
111,A,0.4268,0.0313,29.4223,0.0,0.0498,0.0053,29.3,8.2,62298.4,0.0,94.4,3.9,402.41,205.24
111,B,0.3899,0.0678,28.5653,0.0,0.0587,0.0016,27.6,18.3,62431.6,0.0,115.0,1.3,402.41,205.24
112,A,0.5184,0.0206,29.2624,0.0,0.0597,0.0,35.0,5.2,60915.3,0.0,111.4,0.0,402.45,207.5
112,B,0.4135,0.0604,27.7302,0.0,0.0421,0.0,29.4,16.3,60775.7,0.0,82.7,0.0,402.45,207.5
113,A,0.4958,0.0664,23.6276,0.0,0.0783,0.0,32.4,16.4,47687.6,0.0,142.4,0.0,402.5,209.77
113,B,0.4308,0.0557,28.8269,0.0232,0.1005,0.005,30.6,15.0,63152.9,29.8,197.5,3.8,402.5,209.77
114,A,0.4831,0.0581,29.4586,0.0,0.1736,0.0,33.0,15.0,62191.1,0.0,329.0,0.0,402.54,212.04
114,B,0.4923,0.0336,28.9645,0.0137,0.1843,0.0,34.2,8.8,62230.0,17.3,355.6,0.0,402.54,212.04
115,A,0.525,0.0485,27.9638,0.0,0.1582,0.0088,36.1,12.6,59400.8,0.0,302.4,6.5,402.58,214.31
115,B,0.4996,0.0458,26.7697,0.0106,0.1277,0.0,36.3,12.6,60201.2,14.0,258.0,0.0,402.58,214.31
116,A,0.3286,0.0576,29.8512,0.0,0.14,0.0,22.3,14.9,62739.1,0.0,263.1,0.0,402.63,216.59
116,B,0.4289,0.0484,28.9116,0.0,0.0796,0.0,29.6,12.7,61519.8,0.0,151.9,0.0,402.63,216.59
117,A,0.5264,0.0281,29.513,0.0,0.0571,0.0,36.7,7.4,63409.8,0.0,110.1,0.0,402.67,218.86
117,B,0.2778,0.0049,26.9889,0.0,0.0671,0.0,19.7,1.3,59116.2,0.0,131.0,0.0,402.67,218.86
118,A,0.3118,0.0278,29.0666,0.0,0.0415,0.0034,22.2,7.6,63809.9,0.0,81.4,2.6,402.72,221.15
118,B,0.7084,0.0955,31.8521,0.0,0.0412,0.0,46.5,23.5,64216.1,0.0,74.9,0.0,402.72,221.15
119,A,0.2907,0.0674,32.5965,0.003,0.0474,0.0,18.5,16.4,64091.7,3.4,83.2,0.0,402.76,223.43
119,B,0.7784,0.0306,38.3699,0.0,0.0721,0.0,41.9,6.2,63313.4,0.0,106.9,0.0,402.76,223.43
120,A,0.4196,0.0456,30.4554,0.0,0.0614,0.0,28.6,11.8,64079.8,0.0,115.7,0.0,402.8,225.72
120,B,0.6199,0.0286,31.7497,0.0,0.0535,0.0,40.7,7.1,64020.8,0.0,97.0,0.0,402.8,225.72
121,A,0.632,0.023,27.0761,0.0,0.0381,0.0,46.0,6.3,60693.4,0.0,76.9,0.0,402.85,228.02
121,B,0.4813,0.018,28.4736,0.0,0.0639,0.0004,35.3,5.0,64403.7,0.0,129.6,0.3,402.85,228.02
122,A,0.1689,0.0018,28.3822,0.0013,0.0526,0.0065,12.3,0.5,63842.1,1.7,105.1,5.2,402.89,230.31
122,B,0.5886,0.0513,32.0342,0.0,0.0509,0.0,37.9,12.4,63374.2,0.0,90.5,0.0,402.89,230.31
123,A,0.3648,0.0443,28.4189,0.0,0.0434,0.0187,26.3,12.2,63218.3,0.0,86.5,14.6,402.94,232.62
123,B,0.3512,0.0,28.2328,0.0,0.066,0.0049,25.4,0.0,63146.2,0.0,131.8,3.9,402.94,232.62
124,A,0.761,0.0895,31.7245,0.0,0.0674,0.0015,49.7,21.9,63547.8,0.0,122.0,1.0,402.98,234.92
124,B,0.4735,0.0297,28.5605,0.0,0.0667,0.0,34.1,8.1,63575.2,0.0,133.0,0.0,402.98,234.92
125,A,0.6629,0.0529,30.3231,0.0,0.0286,0.0,45.2,13.6,63529.0,0.0,54.0,0.0,403.03,237.23
125,B,0.6297,0.0106,32.1105,0.0,0.0394,0.0,39.8,2.5,62434.9,0.0,68.9,0.0,403.03,237.23
126,A,0.2402,0.056,28.5498,0.0,0.0439,0.0,17.3,15.4,63535.6,0.0,87.1,0.0,403.07,239.54
126,B,0.4608,0.0523,28.9697,0.0,0.0408,0.0087,33.0,14.2,63896.4,0.0,80.7,6.7,403.07,239.54
127,A,0.592,0.0605,31.4143,0.0,0.0658,0.0,39.1,15.1,63840.7,0.0,120.2,0.0,403.12,241.85
127,B,0.4932,0.0423,28.4476,0.0,0.0139,0.0,35.9,11.6,63712.0,0.0,27.8,0.0,403.12,241.85
128,A,0.3934,0.0404,29.2046,0.0,0.0384,0.0,27.9,10.9,63921.1,0.0,75.1,0.0,403.16,244.18
128,B,0.4979,0.1089,31.7347,0.0,0.0476,0.0,32.4,27.3,63531.8,0.0,85.7,0.0,403.16,244.18
129,A,0.5056,0.069,28.8586,0.0,0.0744,0.0,33.5,17.3,58915.6,0.0,136.5,0.0,403.21,246.5
129,B,0.5327,0.037,29.0829,0.0,0.0502,0.0,35.9,9.4,60350.5,0.0,93.6,0.0,403.21,246.5
130,A,0.3407,0.0,24.1531,0.0809,0.8589,0.0,23.7,0.0,53142.0,106.3,1702.5,0.0,403.25,248.82
130,B,0.3046,0.0148,24.0694,0.0862,0.8921,0.0,21.4,4.0,53719.2,115.0,1794.4,0.0,403.25,248.82
131,A,0.4371,0.0748,23.0058,0.0954,1.1782,0.0,30.0,19.4,50388.4,126.8,2346.9,0.0,403.3,251.16
131,B,0.3487,0.0521,22.8903,0.0717,1.2848,0.018,24.4,13.8,51292.6,97.5,2614.9,13.6,403.3,251.16
132,A,0.2193,0.029,25.095,0.0544,0.6319,0.0027,15.3,7.8,55194.1,70.8,1246.7,2.1,403.34,253.49
132,B,0.2717,0.0248,23.489,0.0111,0.6012,0.0036,19.2,6.7,52151.8,14.5,1199.0,2.8,403.34,253.49
133,A,0.1637,0.0003,21.5966,0.0695,0.6408,0.0092,11.4,0.1,47801.4,91.2,1270.8,7.0,403.39,255.82
133,B,0.3589,0.019,21.2391,0.0736,0.6492,0.0052,25.8,5.2,48232.0,99.8,1330.2,4.0,403.39,255.82
134,A,0.256,0.0467,23.9838,0.0643,0.7509,0.0,17.9,12.5,52998.5,84.6,1492.6,0.0,403.43,258.17
134,B,0.2619,0.0,23.5094,0.0519,0.8103,0.0136,18.5,0.0,52769.6,69.3,1635.5,10.5,403.43,258.17
135,A,0.4705,0.0375,24.8865,0.0536,0.717,0.0,32.7,9.9,54397.3,69.9,1417.2,0.0,403.48,260.51
135,B,0.2599,0.0154,24.3042,0.0707,0.6886,0.0,18.3,4.1,53910.6,93.0,1370.4,0.0,403.48,260.51
136,A,0.4469,0.039,26.3895,0.0397,0.4389,0.0,31.3,10.4,57710.1,51.3,863.8,0.0,403.52,262.86
136,B,0.2516,0.0266,22.8989,0.0268,0.3471,0.0,17.7,7.2,50392.1,34.7,684.0,0.0,403.52,262.86
137,A,0.3636,0.0367,23.1699,0.0494,0.6675,0.0128,25.4,9.7,51049.2,64.9,1326.6,9.6,403.57,265.21
137,B,0.4677,0.0663,24.3137,0.0269,0.7395,0.0232,32.9,17.7,53908.3,35.8,1485.5,17.5,403.57,265.21
138,A,0.3115,0.0201,22.6238,0.1392,1.3043,0.0049,21.2,5.2,49556.5,185.2,2587.6,3.6,403.62,267.57
138,B,0.4434,0.0346,22.2303,0.1426,1.1487,0.0,31.0,9.1,49702.1,193.8,2332.5,0.0,403.62,267.57
139,A,0.3983,0.0215,24.351,0.0477,0.6136,0.0,28.2,5.8,54134.1,63.1,1229.0,0.0,403.66,269.93
139,B,0.2616,0.0308,23.6079,0.0406,0.5794,0.0,18.5,8.3,52564.3,53.5,1157.8,0.0,403.66,269.93
140,A,0.2419,0.0271,22.6879,0.0772,0.6292,0.021,16.8,7.2,49837.6,100.7,1241.9,15.8,403.71,272.29
140,B,0.2781,0.0,23.5182,0.1141,0.7956,0.0234,19.7,0.0,52730.6,152.9,1605.1,18.0,403.71,272.29
141,A,0.197,0.0096,20.9869,0.0938,1.0324,0.04,13.6,2.5,46280.0,124.5,2054.8,29.9,403.75,274.66
141,B,0.4315,0.0704,22.5314,0.0557,1.0819,0.0155,30.4,18.7,50551.3,75.6,2209.0,11.7,403.75,274.66
142,A,0.3891,0.0517,28.0388,0.0019,0.2468,0.0,26.9,13.6,60208.3,2.4,475.5,0.0,403.8,277.03
142,B,0.4894,0.0402,20.129,0.0696,0.2933,0.0,35.4,10.9,45311.1,93.3,598.3,0.0,403.8,277.03
143,A,0.5433,0.0075,21.886,0.0,0.2907,0.0794,36.8,1.9,45951.1,0.0,554.1,57.2,403.84,279.41
143,B,0.2771,0.0161,19.6548,0.0046,0.1533,0.1206,19.7,4.4,43429.8,6.0,305.6,93.8,403.84,279.41
144,A,0.3479,0.0103,18.2878,0.0149,0.3364,0.1199,23.9,2.7,39235.4,19.1,655.2,89.3,403.89,281.79
144,B,0.3597,0.0327,19.8922,0.0096,0.3609,0.115,25.5,8.8,44007.7,12.6,724.7,88.4,403.89,281.79
145,A,0.191,0.0503,23.8735,0.0854,0.8635,0.0,13.2,13.4,52493.8,112.0,1706.9,0.0,403.93,284.17
145,B,0.23,0.0254,22.9552,0.0465,0.8142,0.0,16.4,6.9,51998.7,62.8,1659.7,0.0,403.93,284.17
146,A,0.4091,0.05,23.5437,0.0912,0.829,0.015,28.6,13.3,52072.0,121.1,1659.8,11.3,403.98,286.56
146,B,0.1952,0.0246,23.179,0.0355,0.7898,0.0058,13.9,6.7,52225.7,47.5,1599.2,4.5,403.98,286.56
147,A,0.4463,0.0,24.2999,0.0,0.4268,0.0,31.2,0.0,53109.9,0.0,839.4,0.0,404.04,288.95
147,B,0.4772,0.0323,24.4638,0.0015,0.4067,0.004,33.6,8.6,53658.6,2.0,805.0,3.0,404.04,288.95
148,A,0.2198,0.0492,27.3431,0.0,0.1497,0.0021,15.4,13.2,59316.6,0.0,289.9,1.6,404.08,291.34
148,B,0.4137,0.041,28.7762,0.0,0.147,0.0,28.6,10.8,61604.9,0.0,282.1,0.0,404.08,291.34
149,A,0.385,0.0719,26.7145,0.0053,0.4243,0.0128,26.8,19.0,57942.0,6.8,828.5,9.6,404.13,293.74
149,B,0.2022,0.0198,25.5041,0.0336,0.4193,0.0,14.7,5.5,58157.2,45.0,854.8,0.0,404.13,293.74
150,A,0.4348,0.0019,26.2739,0.0334,0.4792,0.0008,30.7,0.5,57934.5,43.6,950.4,0.6,404.17,296.14
150,B,0.2836,0.0397,26.3088,0.0281,0.5169,0.0054,19.9,10.6,57733.7,36.4,1017.8,4.1,404.17,296.14
151,A,0.4562,0.0456,22.8554,0.0289,0.4539,0.0073,32.4,12.2,50708.6,38.1,909.6,5.5,404.22,298.55
151,B,0.4162,0.0188,25.2445,0.0,0.6649,0.0,30.0,5.1,57081.8,0.0,1356.0,0.0,404.22,298.55
152,A,0.1252,0.0705,24.3723,0.0713,0.9235,0.0,8.6,18.7,53330.9,93.0,1815.4,0.0,404.27,300.96
152,B,0.2781,0.0061,23.8094,0.0632,0.8755,0.0,19.7,1.6,53535.3,84.8,1771.3,0.0,404.27,300.96
153,A,0.475,0.0386,24.3376,0.09,0.7469,0.0,33.2,10.2,53704.9,118.8,1489.9,0.0,404.31,303.37
153,B,0.2168,0.0125,23.7694,0.0519,0.7765,0.0,15.5,3.4,53747.8,69.7,1575.7,0.0,404.31,303.37
154,A,0.3784,0.0491,26.6259,0.0,0.2608,0.0019,26.2,12.9,57222.7,0.0,503.1,1.4,404.37,305.79
154,B,0.4233,0.0124,26.4996,0.0,0.3172,0.0,30.4,3.4,59250.2,0.0,636.6,0.0,404.37,305.79
155,A,0.5036,0.064,26.6553,0.0,0.075,0.0003,36.7,17.6,59829.0,0.0,151.4,0.2,404.4,308.21
155,B,0.4072,0.0401,23.0299,0.0,0.1607,0.0,28.1,10.5,49139.4,0.0,308.6,0.0,404.4,308.21
156,A,0.3025,0.0713,27.9337,0.0175,0.1059,0.0,21.7,19.5,61951.7,22.6,210.1,0.0,404.45,310.64
156,B,0.4981,0.0334,25.0724,0.0354,0.2033,0.0075,34.8,8.8,54209.8,45.2,396.0,5.6,404.45,310.64
157,A,0.4069,0.0819,26.0441,0.0306,0.513,0.0038,28.2,21.6,56486.3,39.3,1002.5,2.9,404.49,313.07
157,B,0.3536,0.004,25.3534,0.023,0.4461,0.0099,25.0,1.1,56133.9,30.0,886.1,7.6,404.49,313.07
158,A,0.2433,0.0466,28.1495,0.0138,0.2259,0.0,16.8,12.3,60329.2,17.3,432.6,0.0,404.54,315.5
158,B,0.3021,0.0239,27.3679,0.0,0.2766,0.0,21.4,6.5,60285.4,0.0,545.0,0.0,404.54,315.5
159,A,0.3791,0.0206,26.8065,0.0,0.0329,0.0015,27.5,5.7,60013.5,0.0,65.9,1.1,404.59,317.94
159,B,0.4332,0.0739,29.0147,0.0,0.0668,0.0,30.4,19.7,62757.3,0.0,129.7,0.0,404.59,317.94
160,A,0.3302,0.0412,25.4854,0.0085,0.2545,0.0,23.2,11.0,55638.2,10.9,497.9,0.0,404.64,320.38
160,B,0.5714,0.0301,27.0866,0.0,0.2932,0.0079,40.3,8.0,59308.9,0.0,578.8,5.9,404.64,320.38
161,A,0.3613,0.0195,23.7758,0.011,0.3913,0.0,25.5,5.2,52461.7,14.3,775.6,0.0,404.69,322.83
161,B,0.5669,0.0153,25.3289,0.0202,0.4268,0.0,40.8,4.1,56852.8,26.9,864.6,0.0,404.69,322.83
162,A,0.3222,0.0522,23.8029,0.1288,1.0326,0.0152,21.9,13.5,51626.6,168.4,2024.1,11.2,404.74,325.28
162,B,0.3824,0.0382,22.6801,0.1061,1.001,0.0033,26.8,10.2,50639.5,143.0,2023.6,2.5,404.74,325.28
163,A,0.3958,0.0069,21.3596,0.2006,1.2573,0.0235,27.0,1.8,46979.1,269.5,2512.6,17.3,404.78,327.73
163,B,0.4668,0.0236,20.8157,0.1512,1.2884,0.0204,32.6,6.2,46843.1,208.7,2646.3,15.2,404.78,327.73
164,A,0.5091,0.0511,22.8787,0.1294,1.0228,0.0229,34.8,13.2,49757.6,170.9,2025.1,16.7,404.83,330.19
164,B,0.3362,0.0466,21.3963,0.1055,0.9372,0.0045,23.8,12.5,48334.1,143.8,1915.7,3.4,404.83,330.19
165,A,0.3159,0.0093,23.1921,0.0841,1.0086,0.0,21.9,2.4,51192.3,111.4,2009.3,0.0,404.87,332.65
165,B,0.3768,0.0398,22.3705,0.0713,0.939,0.015,26.9,10.8,50768.6,97.4,1930.7,11.5,404.87,332.65
166,A,0.4617,0.0334,24.9825,0.0483,0.7074,0.0069,31.9,8.7,54236.5,62.6,1387.8,5.1,404.93,335.11
166,B,0.3892,0.0221,23.8889,0.0754,0.665,0.0,27.7,5.9,53471.1,100.6,1341.7,0.0,404.93,335.11
167,A,0.3668,0.0206,24.5388,0.0476,0.5807,0.004,25.3,5.4,53217.6,61.2,1132.9,3.0,404.97,337.58
167,B,0.4937,0.0285,24.3243,0.0465,0.7148,0.0,35.2,7.7,54649.5,62.4,1452.7,0.0,404.97,337.58
168,A,0.3645,0.0666,26.3989,0.004,0.0624,0.005,26.5,18.4,59167.1,5.2,125.3,3.9,405.02,340.05
168,B,0.3431,0.0388,27.8604,0.0,0.0735,0.0115,24.9,10.7,62380.0,0.0,147.2,9.0,405.02,340.05
169,A,0.3136,0.0685,26.7612,0.0053,0.3457,0.0,22.4,18.7,59438.4,6.9,689.1,0.0,405.07,342.53
169,B,0.2972,0.0079,22.9276,0.0101,0.2068,0.0,21.9,2.2,52552.6,13.6,424.1,0.0,405.07,342.53
170,A,0.3039,0.0087,23.0701,0.0363,0.425,0.0,21.3,2.3,50716.1,47.1,838.0,0.0,405.12,345.02
170,B,0.1459,0.0,24.2116,0.0083,0.4826,0.02,10.4,0.0,54076.7,10.9,963.3,15.5,405.12,345.02
171,A,0.5351,0.0,20.1615,0.0077,0.3883,0.072,37.2,0.0,43634.0,9.9,764.8,53.2,405.17,347.5
171,B,0.2357,0.0159,17.4055,0.0129,0.3474,0.0859,16.6,4.3,38496.5,16.9,694.0,65.7,405.17,347.5
172,A,0.5367,0.0348,10.6469,0.0227,0.281,0.2248,35.9,8.5,22055.6,29.3,551.1,155.8,405.21,349.99
172,B,0.4679,0.0005,11.738,0.0,0.1757,0.2335,34.1,0.1,26396.8,0.0,368.8,179.2,405.21,349.99
173,A,0.3939,0.0444,20.4046,0.0,0.1157,0.1007,27.7,11.8,44465.4,0.0,228.1,75.9,405.26,352.48
173,B,0.4224,0.0,20.0357,0.0,0.1005,0.0786,30.6,0.0,44958.6,0.0,203.6,61.1,405.26,352.48
174,A,0.4675,0.0321,27.6007,0.0,0.281,0.0,32.5,8.4,59435.8,0.0,544.0,0.0,405.31,354.99
174,B,0.1587,0.0443,26.1449,0.0209,0.2707,0.0029,11.6,12.4,59273.8,27.7,547.6,2.3,405.31,354.99
175,A,0.4201,0.0236,25.3396,0.0653,0.5658,0.0221,29.6,6.3,56029.4,85.8,1127.5,16.8,405.36,357.49
175,B,0.3819,0.0054,21.9826,0.0298,0.4567,0.0,27.1,1.5,48952.3,39.3,915.6,0.0,405.36,357.49
176,A,0.4022,0.0499,24.1074,0.0271,0.7522,0.0,28.0,13.2,52934.8,35.6,1493.0,0.0,405.41,359.99
176,B,0.4626,0.006,23.8661,0.1199,0.733,0.0137,32.5,1.6,52884.3,159.3,1468.6,10.3,405.41,359.99
177,A,0.3311,0.0622,24.8038,0.0114,0.5347,0.0236,23.2,16.6,54516.5,14.8,1059.0,17.9,405.46,362.5
177,B,0.3857,0.0368,24.2968,0.0293,0.4587,0.0078,27.8,10.1,54849.3,39.2,931.7,6.1,405.46,362.5
178,A,0.29,0.0559,23.4087,0.0136,0.3723,0.016,20.5,15.1,51733.8,17.8,739.1,12.2,405.5,365.02
178,B,0.2322,0.0122,22.4673,0.0347,0.4227,0.0,16.7,3.4,50726.5,46.2,854.5,0.0,405.5,365.02
179,A,0.3784,0.006,25.1696,0.032,0.4965,0.0111,26.7,1.6,55576.4,41.8,985.3,8.5,405.56,367.54
179,B,0.3863,0.0268,21.8822,0.0,0.3991,0.0212,27.3,7.2,48333.5,0.0,794.9,16.1,405.56,367.54
180,A,0.3447,0.0259,26.6064,0.0357,0.477,0.0,23.7,6.8,57222.4,45.3,920.7,0.0,405.6,370.06
180,B,0.2777,0.0,22.4032,0.0089,0.3834,0.0,20.0,0.0,50570.7,11.8,775.8,0.0,405.6,370.06
181,A,0.2138,0.0116,24.3061,0.0394,0.349,0.0024,15.0,3.1,53469.1,50.9,685.7,1.8,405.65,372.58
181,B,0.213,0.0262,25.4188,0.0269,0.331,0.0002,15.5,7.3,57700.0,35.7,670.9,0.1,405.65,372.58
182,A,0.3259,0.0349,24.984,0.0,0.1341,0.0318,23.4,9.5,55490.7,0.0,267.0,24.7,405.7,375.12
182,B,0.5617,0.0212,28.2726,0.0023,0.1664,0.0,39.5,5.6,61452.5,3.0,325.3,0.0,405.7,375.12
183,A,0.6482,0.0674,30.9133,0.0172,0.0643,0.0119,43.1,16.8,63102.9,20.7,118.2,8.4,405.75,377.66
183,B,0.6193,0.0733,23.042,0.0462,0.1327,0.0,39.3,17.4,45064.5,53.6,235.4,0.0,405.75,377.66
184,A,0.5068,0.0289,26.6502,0.0,0.0428,0.0,36.9,7.9,59737.4,0.0,86.1,0.0,405.8,380.2
184,B,0.5562,0.0411,30.5667,0.0,0.0261,0.0,35.6,9.9,60109.8,0.0,46.0,0.0,405.8,380.2
185,A,0.3166,0.0786,26.8679,0.0558,0.2152,0.0095,22.7,21.5,59699.2,72.9,428.8,7.4,405.85,382.73
185,B,0.403,0.0151,26.5261,0.0,0.2169,0.0,29.2,4.2,59671.6,0.0,437.5,0.0,405.85,382.73
186,A,0.2864,0.0637,23.4162,0.0168,0.3601,0.0,20.1,17.0,51265.9,21.6,707.6,0.0,405.9,385.28
186,B,0.3249,0.0249,25.6501,0.0231,0.4812,0.0,23.1,6.8,57102.3,30.4,961.6,0.0,405.9,385.28
187,A,0.3137,0.0343,23.7599,0.0267,0.5308,0.0026,21.9,9.1,52128.7,34.6,1047.3,2.0,405.95,387.84
187,B,0.4905,0.0576,24.4049,0.0376,0.6186,0.0038,35.3,15.7,55148.0,50.7,1265.1,2.9,405.95,387.84
188,A,0.2912,0.0532,23.1869,0.069,1.0285,0.008,20.0,14.0,50846.2,91.0,2039.5,6.0,406.0,390.4
188,B,0.2687,0.021,22.7367,0.079,1.0378,0.0147,18.7,5.6,50566.2,105.6,2084.2,11.1,406.0,390.4
189,A,0.6515,0.0445,23.0017,0.0286,0.5995,0.0097,46.0,11.7,50882.2,37.9,1206.6,7.3,406.05,392.96
189,B,0.0914,0.0219,21.6396,0.0606,0.6064,0.0,6.5,6.0,48874.2,80.9,1223.8,0.0,406.05,392.96
190,A,0.5803,0.0514,24.4504,0.0,0.1541,0.0,39.2,13.1,51026.5,0.0,290.8,0.0,406.1,395.52
190,B,0.4607,0.0717,27.5412,0.0,0.0708,0.0,32.4,19.1,59692.3,0.0,137.9,0.0,406.1,395.52
191,A,0.389,0.0357,25.7247,0.0,0.0796,0.0,27.4,9.5,55944.2,0.0,155.1,0.0,406.15,398.09
191,B,0.363,0.0999,26.922,0.0,0.132,0.0064,26.8,28.1,61428.4,0.0,270.4,5.1,406.15,398.09
192,A,0.3376,0.0196,27.2047,0.0,0.0808,0.0,24.1,5.3,59981.4,0.0,159.2,0.0,406.2,400.66
192,B,0.3969,0.0008,25.5507,0.0,0.1634,0.0129,29.5,0.2,58916.2,0.0,338.0,10.3,406.2,400.66
193,A,0.4224,0.015,25.1623,0.0771,0.5508,0.0,29.8,4.0,55590.4,101.1,1095.0,0.0,406.25,403.24
193,B,0.3409,0.0388,25.2982,0.0673,0.56,0.0023,24.1,10.4,56108.1,88.5,1116.6,1.8,406.25,403.24
194,A,0.3796,0.0422,26.8282,0.0372,0.3984,0.0,26.6,11.2,58644.2,47.9,781.5,0.0,406.3,405.82
194,B,0.1353,0.0423,26.6956,0.0,0.4167,0.0,9.6,11.5,59195.1,0.0,824.9,0.0,406.3,405.82
195,A,0.4384,0.048,29.6471,0.0,0.0766,0.0,29.9,12.4,62326.2,0.0,144.3,0.0,406.35,408.41
195,B,0.4226,0.0389,27.932,0.0,0.0892,0.0065,30.5,10.6,62275.1,0.0,178.3,5.1,406.35,408.41
196,A,0.3895,0.0438,24.0136,0.075,0.603,0.0038,27.1,11.6,52568.4,97.7,1189.6,2.9,406.4,411.0
196,B,0.3471,0.0446,24.857,0.1051,0.6904,0.0,24.7,12.1,55697.2,140.4,1392.4,0.0,406.4,411.0
197,A,0.2575,0.0061,23.5131,0.109,0.4251,0.0,18.0,1.6,51488.0,140.9,833.2,0.0,406.45,413.6
197,B,0.2661,0.0472,22.0561,0.1193,0.3713,0.0096,19.2,13.0,49750.2,159.3,751.4,7.5,406.45,413.6
198,A,0.3592,0.0377,23.8318,0.0792,0.4492,0.0,25.3,10.1,52611.4,103.6,891.6,0.0,406.5,416.2
198,B,0.3368,0.0,21.8632,0.0903,0.4194,0.0,24.0,0.0,48948.3,119.7,843.2,0.0,406.5,416.2
199,A,0.4017,0.0159,24.4572,0.1063,0.7012,0.0167,27.9,4.2,53500.9,138.9,1383.9,12.5,403.95,416.21
199,B,0.3635,0.0064,23.7973,0.1161,0.6715,0.0,26.0,1.7,53748.3,156.3,1364.8,0.0,403.95,416.21
200,A,0.4203,0.0361,24.4851,0.1323,0.3051,0.0224,29.2,9.5,53038.4,169.7,594.4,16.7,403.91,413.61
200,B,0.4959,0.0363,25.6524,0.206,0.3312,0.0183,35.7,9.9,57453.4,274.1,668.2,14.1,403.91,413.61
201,A,0.3814,0.0873,26.8019,0.0959,0.3464,0.0,26.5,23.1,57966.3,122.5,673.5,0.0,403.86,411.01
201,B,0.3751,0.094,25.7294,0.0537,0.3688,0.0158,27.0,25.7,57623.9,71.2,743.3,12.2,403.86,411.01
202,A,0.3555,0.0,23.0834,0.0,0.3536,0.0,24.9,0.0,50431.4,0.0,693.6,0.0,403.81,408.42
202,B,0.2123,0.0388,25.4519,0.0,0.4532,0.0,15.3,10.7,57313.8,0.0,913.7,0.0,403.81,408.42
203,A,0.2949,0.0107,26.4467,0.0441,0.2399,0.0111,20.6,2.8,57444.7,56.2,466.2,8.4,403.76,405.84
203,B,0.4656,0.0259,26.7017,0.0718,0.294,0.0,33.2,7.0,59107.8,93.8,585.3,0.0,403.76,405.84
204,A,0.3419,0.0142,26.1019,0.0119,0.5542,0.0,24.0,3.8,57310.4,15.5,1093.8,0.0,403.71,403.25
204,B,0.5708,0.0432,25.7682,0.037,0.5094,0.0,40.4,11.5,57010.8,48.7,1019.0,0.0,403.71,403.25
205,A,0.3046,0.0262,25.7661,0.0,0.1691,0.0092,22.0,7.2,57632.9,0.0,338.6,7.2,403.67,400.68
205,B,0.5861,0.0128,26.7554,0.0,0.1649,0.0044,43.1,3.5,60813.0,0.0,337.5,3.5,403.67,400.68
206,A,0.2881,0.0296,21.9176,0.0731,0.8542,0.0119,20.0,7.9,48388.4,96.6,1701.7,9.0,403.62,398.1
206,B,0.3037,0.0185,22.7794,0.1288,1.0043,0.0029,21.4,5.0,51303.8,174.6,2041.6,2.2,403.62,398.1
207,A,0.3495,0.0209,24.214,0.0776,0.8033,0.0164,24.1,5.5,52784.1,101.0,1579.0,12.2,403.57,395.53
207,B,0.2452,0.0401,22.987,0.0612,0.7103,0.0258,17.5,11.0,51976.7,82.4,1445.2,20.0,403.57,395.53
208,A,0.478,0.0176,24.7397,0.0072,0.3455,0.0,33.1,4.6,53388.2,9.2,671.4,0.0,403.52,392.96
208,B,0.438,0.0172,26.5002,0.0263,0.3941,0.0045,30.7,4.6,57926.3,33.9,774.6,3.4,403.52,392.96
209,A,0.3029,0.0108,25.5686,0.0233,0.4909,0.0103,21.1,2.9,55826.4,30.0,961.0,7.8,403.48,390.41
209,B,0.5223,0.0384,22.7676,0.0,0.3945,0.0105,37.4,10.3,50863.2,0.0,797.3,8.0,403.48,390.41
210,A,0.5486,0.0354,26.5856,0.0442,0.4431,0.0,38.1,9.2,57462.6,56.6,864.3,0.0,403.43,387.85
210,B,0.2206,0.0,25.5859,0.0,0.4461,0.0,15.7,0.0,56891.3,0.0,887.1,0.0,403.43,387.85
211,A,0.2791,0.0244,21.3241,0.0965,0.9846,0.0107,19.3,6.4,47085.8,128.3,1964.2,8.0,403.38,385.29
211,B,0.4697,0.0431,22.2171,0.0932,1.0831,0.0104,33.0,11.4,49705.2,126.5,2205.5,7.8,403.38,385.29
212,A,0.3314,0.0107,22.0068,0.0578,0.8505,0.0004,22.8,2.8,48054.1,75.5,1676.5,0.3,403.33,382.75
212,B,0.2876,0.0412,23.4668,0.0697,0.894,0.0,20.4,11.2,52974.4,94.1,1819.2,0.0,403.33,382.75
