PMC,Mg_%,Al_%,Ca_%,Ti_%,Fe_%,Si_%,Mg_int,Al_int,Ca_int,Ti_int,Fe_int,Si_int,image_i,image_j
3645,0.211,0.0338,22.3458,0.0858,1.066,0.0064,14.5,8.9,49019.4,113.1,2109.2,4.8,315.17,393.33
3646,0.5046,0.0641,25.3908,0.012,0.5608,0.03,35,16.8,54993.2,15.5,1099.4,22.2,315.14,395.9
3647,0.1939,0.006,25.5996,0.037,0.5456,0.0057,13.5,1.6,56077.2,47.7,1069.3,4.4,315.11,398.47
3648,0.3234,0.0049,25.1105,0,0.5079,0,22.8,1.3,55545.3,0,1008.6,0,315.09,401.04
3649,0.3736,0.0193,22.6793,0.1064,0.9348,0.0114,26,5.1,50100.4,141.5,1868.3,8.5,315.06,403.62
3650,0.2415,0.0326,19.6808,0.0862,0.8856,0.0146,16.6,8.6,43273.9,114,1759.7,10.9,315.04,406.2
3246,0.1829,0.0068,20.4776,0.1557,1.3993,0.021,12.4,1.8,45163.8,209.6,2794,15.6,325.52,355.33
3652,0.4039,0.0314,20.7731,0.0684,0.9154,0.0502,27.9,8.2,45682.2,91,1830.7,37.2,314.98,411.38
3653,0.385,0.0237,22.9209,0.0631,1.091,0.0062,26.6,6.2,50432.4,83.8,2175.9,4.6,314.96,413.97
3654,0.416,0.0611,23.525,0.0496,0.9157,0.0233,28.7,16,51398.4,65.1,1813.9,17.2,314.93,416.58
3655,0.3934,0.0438,22.9896,0.0776,1.0228,0,27.2,11.5,50606.3,102.9,2039.7,0,312.39,416.58
3656,0.37,0.054,22.5014,0.0694,0.8408,0.0089,25.8,14.3,49738.1,92,1681.1,6.7,312.42,413.98
3657,0.4369,0.044,22.332,0.0638,0.8366,0.0097,30.6,11.6,49495.2,85,1680.8,7.2,312.44,411.39
3658,0.381,0.048,23.2894,0.0765,0.8698,0.0332,26.2,12.5,50638.3,99.9,1713.7,24.5,312.47,408.8
3659,0.4117,0.0555,22.5293,0.0533,1.0452,0.0384,28.3,14.5,49294.8,70.6,2080.5,28.3,312.5,406.21
3660,0.2658,0.0165,21.9019,0.1357,1.2138,0,18.1,4.3,48055.4,180.4,2407.6,0,312.53,403.63
3661,0.3127,0.0633,22.0132,0.0916,1.2031,0.0193,21.5,16.6,48438.1,122.2,2404.1,14.3,312.56,401.06
3662,0.3916,0.0844,23.276,0.0206,0.3963,0.011,27.5,22.4,51000.1,26.7,783.3,8.3,312.59,398.48
3663,0.4159,0.0134,23.4874,0.0356,0.6677,0.0191,29.3,3.6,52102.1,47.1,1338.3,14.5,312.62,395.91
3664,0.355,0.0428,21.0963,0.1274,1.1039,0.0095,24.5,11.2,46618.8,170.9,2213.3,7.1,312.64,393.35
3665,0.5406,0.0509,23.1501,0.0428,0.6674,0.015,37.5,13.3,50422.3,55.9,1319.9,11.1,312.67,390.79
3666,0.2515,0.0405,24.1157,0.006,0.6536,0.0216,17.4,10.7,52585.6,7.7,1282.4,16.2,312.7,388.23
3667,0.3785,0,23.4789,0.0605,0.8752,0,26.3,0,51680.1,79.7,1738.6,0,312.73,385.68
3668,0.4437,0.0514,22.02,0.0728,0.9718,0.0252,31.1,13.6,49068.7,98,1969,18.9,312.76,383.13
3669,0.4374,0.0185,22.6892,0.1095,0.8459,0.0085,30.5,4.9,50157.5,145.7,1692.9,6.3,312.78,380.59
3670,0.3538,0.0507,23.064,0.059,0.753,0.0176,24.7,13.5,50964.9,78,1502.8,13.2,312.81,378.05
3671,0.1981,0.0641,25.1176,0.0782,0.5125,0.0156,13.9,17.2,55150.7,101.5,1008.8,11.8,312.84,375.51
3672,0.2271,0,25.4926,0.0408,0.3758,0.0028,15.9,0,55739.1,52.4,734.3,2.2,312.87,372.98
3673,0.3492,0.0247,25.8229,0,0.1139,0.0181,26.3,7.1,60181.2,0,237.9,14.7,312.9,370.46
3674,0.5922,0.0269,25.18,0.0323,0.506,0.0178,40.6,6.9,53860.1,41.1,979.5,13,312.92,367.93
3675,0.2075,0,21.0511,0.1378,1.2395,0.0268,14.1,0,46236.2,183.6,2459.7,19.9,312.95,365.42
3676,0.2501,0.031,22.4348,0.097,0.9777,0.0262,17.3,8.2,49400.8,128.2,1942.9,19.6,312.98,362.9
3677,0.4827,0.0865,22.3336,0.0502,0.8189,0.0151,33.5,22.6,48977.3,66.3,1633,11.2,313.01,360.39
3678,0.3527,0.0238,23.6775,0.0727,0.7632,0.0098,24.4,6.3,51784.9,95,1505.6,7.3,313.03,357.88
3679,0.253,0.0793,23.5815,0.0547,0.7628,0,17.7,21.2,52151.8,72,1519.5,0,313.06,355.39
3680,0.4051,0.0246,23.0418,0.0637,0.9017,0.0036,27.8,6.4,50235.6,83.3,1779.1,2.7,313.09,352.89
3681,0.2862,0.0296,22.4973,0.1701,1.0747,0.04,19.5,7.7,49030,224.5,2121.4,29.5,313.12,350.39
3682,0.2411,0.0448,22.105,0.1527,1.0804,0.0032,16.5,11.8,48593.9,202.7,2144,2.4,313.14,347.9
3683,0.3764,0.0468,25.4786,0.0659,0.4688,0.0055,26.1,12.3,55162.8,84.5,913.3,4.1,313.17,345.42
3684,0.3389,0.0641,25.426,0.0104,0.3106,0.0197,24.2,17.5,56559.4,13.6,620.5,15.2,313.2,342.94
3685,0.4377,0.0119,24.7168,0,0.111,0.0015,30.5,3.1,53361.3,0,215.1,1.1,313.22,340.46
3686,0.2747,0.0068,27.1505,0,0.0844,0,19,1.8,58157,0,161.2,0,313.25,337.99
3687,0.4142,0.0576,27.6326,0,0.2397,0,28.7,15.2,59448.3,0,463,0,313.28,335.52
3688,0.3778,0.0553,26.1209,0,0.231,0.0109,26.6,14.8,57058.4,0,453.2,8.2,313.31,333.05
3689,0.4352,0.0285,24.894,0.0291,0.3212,0,30.2,7.5,53649.2,37,622.9,0,313.34,330.59
3690,0.6437,0.1047,27.665,0,0.2162,0.0029,44.5,27.5,59054.9,0,417.4,2.1,313.36,328.13
3691,0.4268,0,23.2202,0.0389,0.5873,0.0144,29.6,0,50618,50.5,1154.7,10.7,313.39,325.68
3692,0.4822,0.023,21.9605,0.1272,1.0759,0.0179,33.1,6,48103.6,169.3,2143.9,13.1,313.42,323.23
3693,0.2697,0.0638,20.5741,0.1233,1.329,0.0044,18.6,16.8,45778,167.5,2687.1,3.3,313.44,320.79
3694,0.3776,0.0199,24.3357,0.0629,0.8364,0,26,5.2,53004.9,81.8,1644.2,0,313.47,318.35
3695,0.5772,0.0348,25.5952,0,0.1526,0,41.9,9.5,57405.8,0,308.6,0,313.49,315.91
3696,0.2601,0.0614,22.7313,0.0043,0.3595,0.0076,18.2,16.4,49615.9,5.5,704.4,5.8,313.53,313.48
3697,0.4789,0.0281,24.1125,0.0594,0.8543,0.0108,33.3,7.4,52935.5,78.3,1699.5,8.1,313.56,311.05
3698,0.6622,0.1089,25.4914,0,0.2734,0.0041,45,28,53518.5,0,521.2,2.9,313.57,308.63
3699,0.6074,0,28.3582,0,0.0274,0,43.8,0,62919.9,0,54.7,0,313.6,306.2
3700,0.3985,0.0514,28.5288,0,0.0188,0,28.3,13.8,62343.8,0,36.8,0,313.63,303.79
3701,0.4338,0.0243,26.6223,0.0023,0.034,8e-04,31.5,6.7,59584,3.1,68.1,0.6,313.66,301.37
3702,0.5299,0.068,26.0888,0,0.1015,0,38.5,18.7,58533.2,0,205.2,0,313.69,298.96
3703,0.3923,0.0278,27.7652,0,0.0814,0,27.4,7.4,59877.2,0,157.3,0,313.71,296.56
3704,0.3498,0.0258,28.9411,0.0057,0.0516,0,23.5,6.6,59995.2,6.9,95.6,0,313.74,294.16
3705,0.3588,0.0389,27.6551,0,0.0524,0,25.8,10.6,61318.4,0,103.9,0,313.77,291.76
3706,0.3499,0.0644,26.3994,0,0.0322,0.007,25.4,17.8,59163.9,0,64.7,5.5,313.78,289.36
3707,0.6138,0.0244,29.2706,0,0.0792,0,42.1,6.3,61814.4,0,150.3,0,313.81,286.97
3708,0.4253,0.0685,27.0992,0.0092,0.3669,0.0056,29.4,18,58286.3,11.7,710.5,4.1,313.85,284.59
3709,0.4283,0.0642,24.6224,0.0267,0.589,0.0111,30,17,53949.9,34.8,1166.4,8.3,313.87,282.21
3710,0.2705,0.0565,21.2234,0.0369,0.5553,0.0112,18.9,15.1,46764.3,48.3,1102.1,8.4,313.89,279.83
3711,0.1279,0.0134,21.633,0.1728,1.2296,0.0037,8.8,3.5,47839.8,230.9,2446.9,2.8,313.92,277.45
3712,0.2011,0.013,23.9227,0.0719,0.8076,0.0027,13.9,3.5,52465.8,93.8,1589.4,2.1,313.94,275.08
3713,0.3048,0,22.0259,0.0248,0.5738,0,21.2,0,48279.8,32.2,1130.5,0,313.97,272.72
3714,0.4042,0.0747,24.4341,0.0685,0.734,0.0128,28.1,19.7,53407.5,89.5,1450.9,9.5,313.99,270.35
3715,0.2689,0.0212,24.0247,0,0.1961,0,19.3,5.8,53606.4,0,391.3,0,314.02,267.99
3716,0.5311,0.0677,23.1768,0,0.2042,0.0123,36.5,17.5,49254.3,0,392.9,9,314.05,265.64
3717,0.4917,0.063,26.4424,0,0.3024,0.0143,33.7,16.3,56291.4,0,580.3,10.5,314.08,263.29
3718,0.3252,0.0227,15.9521,0.3476,2.5396,0.0282,21.2,5.6,35526.5,503.8,5244.1,19.8,314.1,260.94
3719,0.4869,0.0186,20.7426,0.2571,1.5538,0.0183,32.8,4.7,45449.9,349.1,3113.1,13.2,314.13,258.59
3720,0.3953,0.0473,26.4635,0.0196,0.3682,0,27.6,12.5,57574.2,25.1,719.3,0,314.15,256.25
3721,0.5432,0.0922,22.7614,0.0663,0.4284,0.0076,37.3,23.8,48701.9,84.8,832.9,5.6,314.18,253.91
3722,0.5187,0.038,27.2772,0,0.132,0,36.8,10.2,59683.3,0,259.7,0,314.2,251.58
3723,0.2831,0.0506,26.6994,0,0.0583,0,19.1,13.1,55790.7,0,108.8,0,314.23,249.25
3724,0.4313,0.0501,25.9446,0,0.0886,0.02,31.2,13.7,57995.3,0,177.9,15.6,314.26,246.93
3725,0.704,0.0609,29.1636,0,0.1,0,47.9,15.5,61049.6,0,189.1,0,314.28,244.6
3726,0.5564,0.0532,26.643,0,0.0766,0,40.5,14.6,59774,0,154.7,0,314.3,242.28
3727,0.4955,0.0785,29.5126,0,0.0725,0.0013,34.1,20.4,62475.6,0,137.9,1,314.33,239.97
3728,0.4269,0.0191,29.1618,0,0.1111,0,29.3,5,61885.5,0,211.2,0,314.36,237.66
3729,0.4359,0.0498,26.354,0.0264,0.4922,0,30.6,13.2,57714.8,34.2,971,0,314.38,235.35
3730,0.3364,0.0553,24.9748,0.0759,0.664,0.0116,23.3,14.6,54390.6,98.3,1303.1,8.6,314.4,233.04
3731,0.2547,0.019,26.0734,0.0496,0.4513,0.0102,17.8,5.1,56826.9,63.6,881.1,7.7,314.43,230.74
3732,0.3935,0.0353,23.7861,0.0191,0.3198,0,27.6,9.4,51927.4,24.5,627.7,0,314.46,228.45
3733,0.4042,0.0269,25.9751,0.0589,0.4707,0.0161,28.2,7.1,56644.4,76.1,923.8,12.1,314.48,226.16
3734,0.3529,0.0128,24.3833,0,0.1881,0.0026,24.5,3.4,52452.3,0,362.6,1.9,314.51,223.86
3735,0.2444,0.024,27.1809,0.0041,0.2677,0.0045,16.9,6.4,58507.3,5.1,515.3,3.3,314.53,221.58
3736,0.298,0.0232,25.794,0,0.2891,0.0093,20.8,6.2,55916,0,561.2,7,314.56,219.29
3737,0.269,0.016,23.5365,0.1285,0.7257,0.0118,18.9,4.3,52177.2,169.9,1446.6,9,314.58,217.02
3738,0.6107,0.0722,23.7971,0.1214,0.64,0.0325,43.3,19.2,52909.9,162.4,1294,24.4,314.61,214.74
3739,0.4582,0.0298,26.2802,0.0038,0.2843,0.012,32.7,8.1,58246.7,5,567.1,9.2,314.63,212.47
3740,0.4096,0.034,25.3739,0.0125,0.1117,0.0023,29.4,9.3,56359.1,16.3,222.5,1.8,314.66,210.2
3741,0.3746,0.0479,28.8149,0,0.0182,0,26.5,12.9,62843.6,0,35.4,0,314.68,207.93
3742,0.3467,0.1337,30.1608,0,0.0492,0,23.6,35.2,63351.9,0,92.6,0,314.7,205.68
3743,0.5142,0.0547,27.5747,0.0116,0.1434,0.0222,36.7,14.7,60788.9,15,284.6,16.9,314.73,203.42
3744,0.3613,0.0475,25.636,0.0395,0.4381,0,25.4,12.7,56239.8,51.2,863.2,0,314.75,201.16
3745,0.3658,0.0283,26.9345,0.048,0.3768,0,25.4,7.5,58285.5,61.2,731.2,0,314.78,198.91
3746,0.3705,0.0663,26.0714,0,0.1945,0.0049,26.2,17.8,57076.7,0,382.3,3.7,314.8,196.67
3747,0.8134,0.0527,23.2247,0.1279,0.3703,0,54.6,13.1,48383.4,160.2,704.3,0,314.83,194.42
3748,0.6287,0.0654,26.1398,0.1031,0.0685,0.0032,45.8,17.9,58696,136.8,138.8,2.5,314.85,192.18
3749,0.5059,0.0512,28.5641,0.3278,0.1393,0,34.9,13.3,60980.3,413.6,266.8,0,314.88,189.95
3750,0.3765,0.0947,26.5365,0.0581,0.2436,0.006,26.9,25.7,58826.3,76,485.4,4.6,314.9,187.71
3751,0.3551,0.0219,22.5356,0.098,0.7865,0.0032,24.8,5.8,49830.4,129.7,1568.9,2.4,312.55,187.73
3752,0.3998,0.0053,22.6387,0.3066,0.894,0.0113,27.6,1.4,49707.7,406.7,1771.9,8.4,312.52,189.96
3753,0.4404,0.0206,23.8413,0.1466,0.1842,0.0028,31.1,5.5,52268.9,189.8,362.7,2.1,312.49,192.19
3754,0.3351,0.0675,27.5025,0.0217,0.2568,0.0173,23.3,17.9,59331.7,27.6,497,13,312.47,194.44
3755,0.3764,0.0088,26.1724,0.0529,0.3954,0,26.5,2.4,57505.6,68.5,779.3,0,312.44,196.68
3756,0.4155,0.0495,25.2653,0.0221,0.2369,0.0056,30,13.6,56682.6,29.2,477.9,4.3,312.41,198.92
3757,0.3388,0.058,28.033,0.0186,0.052,0,24.3,15.9,62093.8,24.1,103,0,312.39,201.18
3758,0.4037,0.0252,28.079,0,0.0489,0,28.4,6.7,60935.9,0,95,0,312.36,203.43
3759,0.6534,0.0629,26.1343,0,0.0607,0,47.6,17.2,58624.8,0,123,0,312.33,205.69
3760,0.6985,0.0784,23.612,0,0.3928,0.01,48.6,20.3,50957.3,0,772.5,7.3,312.31,207.95
3761,0.4579,0.0382,24.2528,0.1165,0.7121,0.014,32.3,10.2,53860.4,154.9,1429.6,10.6,312.28,210.21
3762,0.3727,0.0077,25.1,0.0786,0.5188,0,25.9,2,54747.8,101.5,1016.1,0,312.26,212.48
3763,0.2931,0.0189,18.236,0.2497,2.0776,0.0196,19.5,4.8,40355.1,348.7,4217.3,14.1,312.23,214.75
3764,0.4026,0.0122,15.1862,0.3289,2.8374,0.0848,26,3,33855.4,486.5,5927.9,58.5,312.2,217.03
3765,0.3244,0.0266,23.4892,0.0693,0.8456,0.003,22.4,7,51309,90.5,1666.2,2.3,312.17,219.3
3766,0.275,0,22.8238,0.0915,1.0652,0,19,0,50444.8,121.5,2122.5,0,312.15,221.59
3767,0.3192,0.0372,22.1482,0.0364,0.6451,8e-04,22.1,9.8,48281.5,47.3,1267.3,0.6,312.12,223.87
3768,0.3387,0.04,24.8918,0.0601,0.6193,0.007,23.5,10.6,54340,78,1216.7,5.3,312.09,226.16
3769,0.3532,0.0499,26.2874,0,0.369,0.0215,24.7,13.3,57194.1,0,721.8,16.2,312.07,228.46
3770,0.4582,0.0516,25.2696,0.017,0.4523,0.0204,32.6,13.9,56121.1,22.4,907,15.6,312.04,230.75
3771,0.4306,0.0114,24.9476,0.095,0.7121,0,30.1,3,54995.4,124.9,1415.2,0,312.01,233.05
3772,0.3222,0.0072,29.3404,0,0.1151,0,21.5,1.8,60453.9,0,211.8,0,311.98,235.36
3773,0.3861,0.0533,27.5451,0,0.0581,0,26.6,13.9,58533.2,0,110.6,0,311.96,237.67
3774,0.4083,0.0371,26.6922,0,0.0728,0,29.6,10.2,59803.2,0,146.1,0,311.93,239.98
3775,0.2615,0,28.3013,0.003,0.0858,0,17.9,0,59926.6,3.7,162,0,311.9,242.29
3776,0.4095,0.0729,27.8378,0.0072,0.1355,0.0136,28.1,19,59086.9,9,258.2,10.1,311.88,244.61
3777,0.4968,0.0685,31.4886,0,0.1808,0,31.1,16.3,60937.4,0,314.2,0,311.85,246.93
3778,0.5496,0.0383,28.4292,0,0.0848,0,37.5,9.9,59760.9,0,160.2,0,311.82,249.26
3779,0.4557,0.0419,28.7819,0,0.1613,0,31.1,10.8,60720.5,0,305.3,0,311.79,251.59
3780,0.5203,0.0385,28.5915,0,0.1082,0,36.6,10.2,62077.9,0,211.1,0,311.77,253.92
3781,0.5379,0.0316,28.075,0.0052,0.1335,0,37.9,8.4,61061.5,6.6,261.1,0,311.74,256.26
3782,0.2716,0.0608,25.3095,0.0683,0.5344,0,19,16.2,55407.3,88.5,1050.5,0,311.71,258.6
3783,0.452,0.0393,21.2993,0.2447,1.3791,0.0344,30.8,10.1,46885.2,331.8,2771.6,25.1,311.69,260.95
3784,0.2291,0.0271,24.9065,0.0584,0.5438,0.0064,16,7.3,54801.6,75.8,1072.4,4.9,311.66,263.3
3785,0.4428,0.0202,23.6629,0,0.3179,0,30.9,5.3,51500.7,0,622.7,0,311.63,265.65
3786,0.4732,0.0127,25.9813,0.0081,0.5187,0.0096,33.1,3.3,56740.4,10.4,1021.2,7.2,311.6,268
3787,0.4765,0.059,25.1366,0.043,0.6152,0,33.5,15.7,55374.2,56.5,1224.6,0,311.58,270.36
3788,0.4976,0.0594,25.034,0.0206,0.3258,0.0014,35,15.8,54744.8,26.6,642.4,1.1,311.54,272.72
3789,0.5054,0.0561,24.9759,0.0328,0.51,0.001,35.8,15,55280.1,43.2,1020.6,0.8,311.52,275.09
3790,0.469,0,24.3952,0.0614,0.6538,0.0141,32.9,0,53714,80.6,1300.3,10.6,311.49,277.47
3791,0.2999,0.0454,21.5582,0.0468,0.4122,0.0564,20.7,11.9,46642.9,60,804,42.1,311.45,279.84
3792,0.3645,0.0347,17.9168,0.1742,1.4843,0.0515,24.8,8.9,39809,240.9,3026.2,37.6,311.43,282.21
3793,0.5448,0.0441,21.6297,0.092,1.2095,0,37.6,11.4,47754.5,124,2438.2,0,311.41,284.6
3794,0.3787,0.0134,24.1734,0,0.4838,0.001,26.5,3.6,52935.3,0,952.5,0.8,311.37,286.99
3795,0.2887,0.0203,27.8666,0,0.061,0,21,5.6,62563.1,0,122.1,0,311.35,289.38
3796,0.3427,0.0195,27.5325,0,0.0228,0,25.2,5.5,62388.7,0,46.2,0,311.33,291.77
3797,0.4409,0.0587,26.6931,0,0.0384,0,32,16.2,59813.8,0,77.2,0,311.29,294.17
3798,0.5013,0.0234,26.5377,0.0023,0.0331,0,36.5,6.4,59492,3,66.7,0,311.26,296.57
3799,0.4394,0.0215,29.1632,0,0.0045,0.0096,30.7,5.7,62685.1,0,8.6,7.2,311.23,298.97
3800,0.2846,0.0304,28.2501,0,0.0171,0,20.6,8.4,63054.3,0,34,0,311.2,301.38
3801,0.4935,0.0276,26.6848,0,0.0452,0,35.9,7.6,59773.7,0,90.8,0,311.19,303.8
3802,0.6539,0.0627,22.9005,0,0.1218,0,43.5,15.6,46886,0,226.4,0,311.15,306.22
3803,0.4921,0.0523,26.6699,0.0231,0.3849,0.0032,34.7,13.9,58543.6,30.1,761,2.5,311.12,308.64
3804,0.6049,0.0284,24.6945,0.0679,0.8529,0.0035,42.2,7.4,54333,89.8,1704.7,2.6,311.09,311.06
3805,0.4485,0.0363,25.1797,0.03,0.3893,0,32.2,9.9,56372.4,39.7,784.4,0,311.06,313.49
3806,0.4854,0,26.3858,0.0077,0.2731,0,33.9,0,57272.5,9.9,532.6,0,311.03,315.93
3807,0.1881,0.0658,22.6783,0.0456,1.1173,0.0076,12.9,17.3,49770.4,60.2,2214.1,5.7,311.01,318.36
3808,0.4749,0.0371,22.4408,0.1618,0.9554,0.0107,33,9.7,49591.2,216.5,1916.9,8,310.98,320.8
3809,0.3578,0.0063,23.956,0.0715,0.6866,0.0115,24.8,1.7,52248.5,92.8,1349.1,8.6,310.95,323.25
3810,0.5355,0.0224,21.6796,0.092,0.9203,0.0294,37.2,5.9,47840.9,122.9,1849.4,21.8,310.92,325.69
3811,0.3429,0.0021,23.9324,0.0538,0.7728,0.0057,24,0.6,52946.5,70.9,1540.6,4.3,310.89,328.15
3812,0.3707,0.0095,24.6969,0.0634,0.5322,0.0016,25.7,2.5,53766.5,81.8,1041,1.2,310.87,330.6
3813,0.3439,0,22.6635,0.0111,0.1704,0.0076,23.5,0,48141.5,13.8,324.3,5.6,310.83,333.06
3814,0.4924,0.0932,28.1045,0,0.0732,0.0053,33,23.6,58127.2,0,136.2,3.8,310.81,335.53
3815,0.2579,0.0469,28.2818,0,0.0703,0,18.2,12.7,61718.1,0,137,0,310.77,338
3816,0.4438,0.0188,25.5763,0,0.2005,0.0072,31,5,55478.7,0,390.5,5.4,310.75,340.47
3817,0.2328,0.0231,26.6123,0,0.2277,0.0031,16.6,6.3,58885.8,0,450.1,2.4,310.71,342.95
3818,0.4193,0.0566,25.2315,0.0042,0.2005,0,29,14.9,54216.8,5.3,387.1,0,310.69,345.43
3819,0.2661,0.0539,23.4396,0,0.2808,0.0015,18.7,14.5,51375.3,0,551.7,1.1,310.66,347.92
3820,0.2604,0.0078,21.9483,0.0668,1.0392,0.0129,17.9,2,48087.6,88,2056.6,9.6,310.62,350.41
3821,0.2834,0.0241,22.747,0.0926,0.859,0.0093,19.7,6.4,50209.8,122.4,1710.5,7,310.6,352.9
3822,0.1567,0,23.0276,0.1005,0.8154,0.0104,10.9,0,50718.2,131.8,1610,7.9,310.57,355.39
3823,0.3117,0.0098,22.5973,0.0251,0.9495,0.0192,21.7,2.6,50010.6,33.3,1898.6,14.4,310.54,357.89
3824,0.1726,0.0542,22.5686,0.0624,0.9976,0.0071,11.9,14.3,49636.9,82.2,1976.7,5.3,310.51,360.4
3825,0.4151,0.0513,22.911,0.104,0.926,0,29.1,13.6,50954,139.4,1865.4,0,310.48,362.91
3826,0.4324,0.0115,21.5698,0.1242,1.1751,0.0118,29.7,3,47566.2,166.7,2355.7,8.7,310.45,365.43
3827,0.3603,0.0272,24.3989,0.0402,0.4293,0,25.1,7.2,53106.1,51.8,839.3,0,310.42,367.95
3828,0.4765,0.0598,33.7027,0,0.0386,0,28.1,13.4,61182.3,0,62.7,0,310.39,370.47
3829,0.2503,0.0245,25.5161,0,0.1593,0.0029,17.7,6.7,56127.3,0,312.8,2.2,310.36,373
3830,0.3023,0.0276,22.8469,0.0177,0.7159,0.0336,20.9,7.3,49921.4,23.1,1410.6,25.1,310.33,375.53
3831,0.3636,0.0369,22.7806,0.0591,1.0177,0.0229,25.3,9.8,50439,78.8,2042.6,17.1,310.3,378.06
3832,0.2804,0.053,22.5915,0.0942,0.9051,0.0206,19.6,14.2,50299.3,125.9,1819.8,15.5,310.27,380.6
3833,0.349,0.0301,22.6774,0.0596,0.9094,0.0217,24.3,8,50219.5,79.3,1821.5,16.3,310.24,383.14
3834,0.2881,0.0696,22.5815,0.054,0.8007,0.0102,20,18.4,49660.6,71,1589.4,7.6,310.21,385.69
3835,0.535,0.0197,23.9431,0.0743,0.701,0,37.4,5.2,52744.3,97.9,1397.7,0,310.18,388.24
3836,0.4817,0,24.2978,0.0575,0.4809,0,34.1,0,53873.3,75.7,960.4,0,310.15,390.8
3837,0.3759,0.0408,20.8285,0.0705,0.5883,0.014,26.5,10.9,46303.1,93.7,1182.3,10.6,310.12,393.35
3838,0.363,0,24.525,0.0433,0.621,0.0244,25.4,0,54007,56.6,1230.8,18.4,310.09,395.92
3839,0.4134,0.0188,22.2924,0.0041,0.2927,0,28.6,4.9,48079.7,5.2,568.4,0,310.06,398.49
3840,0.4574,0.012,21.7722,0.1396,1.369,0.0037,31.2,3.1,47892.1,187.9,2743.7,2.7,310.03,401.07
3841,0.3175,0.068,21.4378,0.0628,1.2195,0.0361,21.8,17.7,47144.2,83.9,2440.9,26.6,310,403.64
3842,0.3147,0.0279,21.7139,0.1159,0.962,0.0119,21.9,7.4,48205,155.2,1931.7,8.9,309.97,406.22
3843,0.3568,0.0259,23.0371,0.069,0.8026,0,24.8,6.8,50614.3,90.7,1591.1,0,309.94,408.81
3844,0.4045,0.0734,23.2546,0.0792,0.7715,0.0106,28.2,19.4,51158,104.5,1536.6,7.9,309.91,411.4
3845,0.1746,0.0252,21.234,0.039,0.6628,0.0055,12.1,6.7,46486.7,50.6,1302.5,4.1,309.88,413.99
3846,0.2433,0.0298,23.5024,0.051,0.8066,0.0188,16.6,7.8,50773.7,65.7,1569.2,13.9,309.85,416.59
3847,0.2381,0.0334,22.3349,0.0623,0.901,0.0058,16.5,8.8,49139.1,82.1,1786.8,4.4,307.3,416.6
3848,0.1493,0.0275,22.6041,0.096,0.7714,0.014,10.4,7.4,50168.7,126.8,1535.3,10.7,307.34,414
3849,0.4671,0.0613,23.4716,0.0618,0.7062,0,32.7,16.2,51752.9,81.6,1409.4,0,307.37,411.41
3850,0.2224,0.0831,23.8504,0.0255,0.7094,0.0139,15.5,22.2,52618.3,33.5,1408.8,10.5,307.4,408.82
3851,0.2469,0.0114,22.4648,0.1125,0.8102,0.0085,17.1,3,49400,147.9,1602.5,6.4,307.44,406.23
3852,0.4661,0.0295,22.3702,0.0946,0.9345,0.0111,32.5,7.8,49644.1,126.7,1881.9,8.3,307.47,403.65
3853,0.2707,0.0184,21.8059,0.1074,1.1989,0.0422,18.6,4.8,48115.6,143.7,2398.5,31.5,307.5,401.07
3854,0.5484,0.0435,27.6461,0.044,0.2293,0,37.4,11.2,58421.2,54.8,436.1,0,307.53,398.5
3855,0.4443,0.0242,26.7789,0.0525,0.3735,0.0034,30.8,6.3,57712.3,66.8,723.8,2.5,307.57,395.93
3856,0.4824,0,20.3431,0.0483,0.7219,0.0147,33.2,0,44340.1,63.3,1428.2,10.8,307.6,393.37
3857,0.4452,0.0486,21.339,0.073,0.6985,0.0123,31,12.8,46864.4,96.3,1391.3,9.2,307.63,390.81
3858,0.3295,0.0358,23.6297,0.0197,0.866,0,22.8,9.4,51833.6,25.8,1714.8,0,307.66,388.25
3859,0.2763,0.0354,23.2529,0.0727,0.8025,0.0426,19.3,9.5,51551.5,96.4,1605.1,32.2,307.69,385.7
3860,0.4407,0.0385,21.9373,0.0797,0.9667,0.0246,30.5,10.1,48243,106,1933.3,18.3,307.73,383.15
3861,0.3719,0.016,21.3377,0.074,0.7423,0.0075,25.7,4.2,46803.4,97.2,1470.9,5.6,307.76,380.61
3862,0.1173,0.0384,23.0022,0.094,0.9441,0.0154,8.1,10.2,50699.1,123.7,1868.3,11.6,307.79,378.07
3863,0.5717,0.0344,23.3418,0.0741,0.8483,0,39.9,9,51455.5,98.4,1698.5,0,307.82,375.54
3864,0.2658,0.0652,25.3737,0.0058,0.1506,0.0102,19.2,18,56892.2,7.6,302.3,8,307.85,373
3865,0.3157,0.0423,26.6057,0,0.187,0,22.2,11.3,57992.7,0,364.7,0,307.88,370.48
3866,0.4555,0.0148,20.6095,0.0679,0.841,0.0141,31.7,3.9,45517.7,90.4,1686.8,10.5,307.92,367.96
3867,0.5913,0.0071,21.9658,0.0717,1.0239,0.0311,41.2,1.9,48595.8,96.3,2068.4,23,307.95,365.44
3868,0.404,0.0358,21.5718,0.0822,1.2529,0.012,27.6,9.3,47395.3,109.8,2505.1,8.8,307.98,362.92
3869,0.4516,0.0425,21.3844,0.1497,1.1581,0.0066,31.1,11.1,47237.6,201.7,2328,4.9,308.01,360.41
3870,0.5537,0.0308,21.2634,0.1045,1.1757,0.0134,38,8,46757.5,140.5,2362.1,9.8,308.04,357.91
