PMC,Mg,Al,Ca,Ti,Fe,Si,image_i,image_j
2278,0.3309,0.0275,23.5445,0.0564,0.7165,0.0101,350.42,335.36
2279,0.3487,0.049,24.3078,0.0338,0.6669,0.022,350.43,337.81
2280,0.3901,0.0,24.0311,0.0477,0.6099,0.0282,350.43,340.29
2281,0.2705,0.0065,24.3795,0.09,0.7262,0.0,350.44,342.76
2282,0.3396,0.0,22.45,0.0812,0.8242,0.0,350.44,345.26
2283,0.3812,0.0401,18.8427,0.1756,1.643,0.0449,350.44,347.74
2284,0.3937,0.0653,19.0549,0.137,1.5776,0.0206,350.44,350.23
2285,0.1755,0.0457,18.6824,0.1789,1.8942,0.0398,350.45,352.73
2286,0.2339,0.0,19.1168,0.1901,1.5368,0.0263,350.45,355.23
2287,0.3685,0.045,17.2784,0.1815,1.9613,0.0424,350.45,357.72
2288,0.3341,0.037,15.3447,0.2208,2.0367,0.0815,350.46,360.23
2289,0.5417,0.0354,18.012,0.1787,1.4058,0.0704,350.46,362.74
2290,0.1913,0.0468,24.8778,0.0,0.5293,0.0227,350.47,365.25
2291,0.2301,0.0,22.1938,0.0406,0.6129,0.0021,350.47,367.77
2292,0.3103,0.005,21.9804,0.0183,0.6346,0.0174,350.47,370.3
2293,0.3923,0.0195,24.2701,0.0506,0.7768,0.0,350.47,372.82
2294,0.4641,0.0225,24.2216,0.0588,0.7498,0.0,350.48,375.35
2295,0.3934,0.0,24.5089,0.0818,0.6679,0.0018,350.48,377.89
2296,0.2918,0.0043,23.0836,0.0651,0.5251,0.0029,350.48,380.42
2297,0.3313,0.0461,22.9812,0.0329,0.5396,0.0044,350.49,382.97
2298,0.4772,0.0495,21.107,0.0034,0.5782,0.0,350.49,385.52
2299,0.4241,0.0189,22.8255,0.0814,0.9143,0.0153,350.49,388.07
2300,0.4718,0.036,23.548,0.0506,0.8299,0.0203,350.5,390.63
2301,0.4351,0.0915,24.8233,0.0507,0.6437,0.0239,350.5,393.19
2302,0.1745,0.0,26.3529,0.0253,0.2966,0.0,350.5,395.75
2303,0.3359,0.0203,23.3621,0.0595,0.7681,0.0241,350.51,398.32
2304,0.3037,0.0115,21.6325,0.086,1.2162,0.0,350.51,400.9
2305,0.4399,0.0317,20.6499,0.0833,1.405,0.0169,350.52,403.47
2306,0.407,0.0662,21.0533,0.1101,1.281,0.0,350.52,406.05
2307,0.5537,0.0442,21.5496,0.0286,0.7557,0.0242,350.52,408.64
2308,0.4178,0.0183,26.4993,0.0,0.1374,0.0026,350.53,411.23
2309,0.3856,0.0113,26.1607,0.0065,0.485,0.0,350.53,413.83
2310,0.364,0.0636,26.527,0.0,0.1436,0.02,350.53,416.42
2311,0.2847,0.0,26.3973,0.0166,0.466,0.0,347.99,416.43
2312,0.3101,0.0277,26.6755,0.0,0.2673,0.0,347.99,413.84
2313,0.4377,0.0007,24.3805,0.0,0.2241,0.0,347.99,411.24
2314,0.3926,0.0094,23.7712,0.0745,0.8131,0.0134,347.99,408.65
2315,0.2532,0.0302,20.3814,0.0471,0.7034,0.0076,347.98,406.07
2316,0.3008,0.0219,21.6489,0.1255,1.1523,0.0078,347.98,403.48
2317,0.4379,0.0502,21.3656,0.1486,1.2107,0.0,347.98,400.91
2318,0.2901,0.0172,22.7768,0.1209,0.9862,0.0158,347.98,398.33
2319,0.3357,0.0153,26.2699,0.0237,0.3908,0.0,347.98,395.77
2320,0.278,0.0128,21.8529,0.0276,0.548,0.0055,347.98,393.2
2321,0.4863,0.0389,23.2985,0.0063,0.6183,0.0348,347.98,390.64
2322,0.1513,0.0514,20.7851,0.0686,0.6589,0.0624,347.97,388.08
2323,0.4788,0.0443,21.8828,0.0493,0.5601,0.053,347.97,385.53
2324,0.3866,0.0529,24.3795,0.072,0.6492,0.0263,347.97,382.98
2325,0.2813,0.0266,24.4446,0.0523,0.6713,0.0086,347.97,380.44
2326,0.2126,0.0415,23.7996,0.0037,0.4875,0.0117,347.97,377.9
2327,0.5984,0.0351,24.4244,0.0619,0.6349,0.0125,347.97,375.36
2328,0.2474,0.0279,22.9525,0.0204,0.7084,0.0,347.97,372.83
2329,0.1811,0.0,22.0819,0.0371,0.5943,0.0,347.97,370.31
2330,0.498,0.0359,24.5483,0.043,0.6337,0.0087,347.96,367.78
2331,0.4608,0.0088,22.738,0.031,0.397,0.0098,347.96,365.26
2332,0.3316,0.0077,22.8028,0.0,0.3693,0.0172,347.96,362.75
2333,0.3129,0.0346,21.9435,0.1715,1.1319,0.0255,347.96,360.24
2334,0.3824,0.0253,19.981,0.1334,1.496,0.0155,347.96,357.73
2335,0.394,0.0,18.875,0.1573,1.6709,0.0359,347.96,355.24
2336,0.2406,0.037,18.1949,0.18,2.0005,0.0112,347.96,352.74
2337,0.3553,0.0397,18.1895,0.156,1.7107,0.0255,347.96,350.24
2338,0.4736,0.0,21.9834,0.107,1.0605,0.011,347.95,347.75
2339,0.444,0.0198,24.8418,0.0496,0.5997,0.0,347.95,345.28
2340,0.4736,0.0138,22.0551,0.0142,0.5733,0.0,347.95,342.79
2341,0.1705,0.03,20.3931,0.0308,0.544,0.0127,347.95,340.31
2342,0.3684,0.0382,23.6929,0.0282,0.6786,0.0,347.95,337.84
2343,0.4032,0.0046,24.2632,0.0318,0.6911,0.0168,347.95,335.37
2344,0.3143,0.0,22.1999,0.0219,0.5841,0.0005,347.95,332.89
2345,0.2427,0.0203,23.4042,0.0655,0.807,0.0114,347.94,330.44
2346,0.4458,0.0494,21.5818,0.1314,1.2508,0.0354,347.95,327.97
2347,0.322,0.0532,21.7032,0.0994,1.1168,0.0097,347.94,325.54
2348,0.2827,0.0069,23.9147,0.0664,0.7295,0.001,347.94,323.08
2349,0.2467,0.0116,24.7291,0.0231,0.5773,0.0,347.94,320.64
2350,0.3164,0.0311,22.4598,0.1267,1.0245,0.0082,347.94,318.2
2351,0.3437,0.046,21.5695,0.1263,1.0626,0.0013,347.94,315.75
2352,0.3137,0.0301,22.0691,0.1025,1.0982,0.0171,347.94,313.32
2353,0.2529,0.0495,23.4347,0.0472,0.7914,0.0,347.94,310.89
2354,0.4654,0.0454,22.8553,0.1387,0.8121,0.0,347.93,308.48
2355,0.3856,0.0105,22.1608,0.115,0.9694,0.0289,347.93,306.05
2356,0.3388,0.0348,24.1465,0.0425,0.6838,0.0023,347.93,303.63
2357,0.3997,0.0168,23.4927,0.0909,0.696,0.031,347.91,301.23
2358,0.4006,0.0177,20.8056,0.1072,1.3527,0.0077,347.92,298.81
2359,0.3686,0.0,21.8096,0.136,1.2836,0.019,347.92,296.4
2360,0.3146,0.0271,26.5798,0.0,0.301,0.0023,347.9,293.99
2361,0.3764,0.0381,26.2381,0.0,0.3177,0.003,347.92,291.6
2362,0.2917,0.0222,28.5703,0.0,0.1228,0.0,347.92,289.21
2363,0.3417,0.0524,24.0739,0.04,0.8167,0.0044,347.92,286.81
2364,0.5686,0.04,21.5958,0.1188,1.385,0.0088,347.93,284.44
2365,0.3276,0.0541,25.6063,0.049,0.5852,0.0,347.93,282.06
2366,0.5325,0.0548,27.5364,0.0244,0.3701,0.0,347.92,279.67
2367,0.3857,0.0371,26.5474,0.0214,0.4815,0.0058,347.92,277.29
2368,0.5867,0.0405,26.7979,0.0485,0.5453,0.0041,347.92,274.92
2369,0.323,0.042,27.3358,0.1057,0.5386,0.0,347.92,272.55
2370,0.3311,0.0318,24.5055,0.0381,0.4013,0.0,347.91,270.18
2371,0.4468,0.0474,27.3202,0.0498,0.5453,0.0,347.92,267.84
2372,0.3385,0.0588,27.0371,0.1398,0.5132,0.0091,347.91,265.47
2373,0.3148,0.0049,24.0418,0.0598,0.4536,0.0,347.91,263.13
2374,0.4198,0.0396,21.7757,0.121,1.2849,0.0161,347.91,260.77
2375,0.1606,0.0201,21.1968,0.0529,0.7881,0.0,347.91,258.43
2376,0.4385,0.095,28.1204,0.0,0.109,0.0,347.91,256.08
2377,0.825,0.0586,20.8057,0.0,0.2292,0.0,347.91,253.75
2378,0.2774,0.0,26.9182,0.0,0.1237,0.0,347.9,251.41
2379,0.2737,0.0448,25.541,0.0786,0.5417,0.0049,347.9,249.09
2380,0.3898,0.0443,25.0094,0.0645,0.688,0.01,347.9,246.77
2381,0.4453,0.0226,24.184,0.0609,0.7233,0.0093,347.9,244.44
2382,0.5508,0.0719,25.3294,0.0132,0.4757,0.0188,347.9,242.12
2383,0.4441,0.0479,22.6042,0.0083,0.4094,0.0012,347.9,239.81
2384,0.6976,0.049,26.904,0.0,0.3757,0.0169,347.9,237.5
2385,0.3615,0.024,25.4047,0.0317,0.2258,0.0,347.9,235.19
2386,0.4035,0.0463,28.6014,0.0,0.3112,0.0,347.9,232.89
2387,0.2701,0.0267,25.0587,0.0384,0.6503,0.0,347.9,230.58
2388,0.4425,0.0309,21.5145,0.122,1.4191,0.0298,347.89,228.28
2389,0.1568,0.0264,23.1201,0.0442,0.5531,0.0042,347.89,226.0
2390,0.2046,0.018,25.7084,0.0087,0.2414,0.0,347.89,223.7
2391,0.22,0.017,26.3226,0.0389,0.5601,0.0009,347.89,221.42
2392,0.4007,0.0554,26.2622,0.0317,0.3836,0.0,347.89,219.13
2393,0.4004,0.0199,28.9092,0.0,0.1001,0.0053,347.89,216.85
2394,0.3872,0.0134,26.6627,0.0,0.0149,0.0,347.89,214.57
2395,0.2385,0.041,28.0259,0.0,0.0393,0.0,347.89,212.31
2396,0.3541,0.0274,29.067,0.0,0.0115,0.0,347.89,210.04
2397,0.446,0.031,26.6319,0.0,0.0065,0.0,347.88,207.77
2398,0.5015,0.0532,29.8897,0.0,0.0379,0.0,347.88,205.51
2399,0.3617,0.0646,26.7255,0.0,0.0284,0.0,347.88,203.26
2400,0.6236,0.0984,23.7168,0.0,0.1394,0.0,347.88,201.0
2401,0.4274,0.0318,28.732,0.0,0.047,0.0,347.88,198.75
2402,0.3139,0.0304,28.7681,0.0,0.0386,0.0035,347.88,196.5
2403,0.2683,0.0244,29.9177,0.0,0.0716,0.0,347.88,194.26
2404,0.4718,0.06,31.2511,0.0,0.0377,0.0,347.88,192.02
2405,0.472,0.0,31.3068,0.0,0.043,0.0,347.87,189.78
2406,0.5236,0.0546,26.5633,0.0,0.0536,0.0011,347.87,187.55
2407,0.2458,0.059,27.3989,0.0,0.039,0.0,345.52,187.56
2408,0.1705,0.0282,27.2636,0.0,0.0644,0.0,345.52,189.79
2409,0.3559,0.0103,27.9844,0.0,0.0505,0.0,345.52,192.03
2410,0.406,0.0513,30.1539,0.0,0.0676,0.0,345.52,194.27
2411,0.5678,0.0469,31.6389,0.0,0.0168,0.0,345.52,196.51
2412,0.4845,0.1085,29.8928,0.0,0.063,0.0,345.52,198.76
2413,0.5426,0.0866,26.6169,0.0208,0.02,0.0,345.51,201.01
2414,0.5855,0.0905,28.4523,0.0234,0.0342,0.0,345.51,203.27
2415,0.4272,0.0919,26.8899,0.0,0.0258,0.0,345.51,205.53
2416,0.5315,0.0226,29.6572,0.0,0.0575,0.0078,345.51,207.78
2417,0.6484,0.0457,32.4314,0.0,0.0845,0.0,345.51,210.05
2418,0.5583,0.0637,26.5626,0.0,0.0106,0.0,345.51,212.32
2419,0.4145,0.0509,26.6242,0.0,0.0233,0.0,345.51,214.58
2420,0.0176,0.0218,23.8669,0.0,0.0082,0.0,345.51,216.86
2421,0.41,0.0467,28.1535,0.0,0.0534,0.0,345.51,219.14
2422,0.4628,0.0054,24.1885,0.0298,0.3974,0.0,345.51,221.43
2423,0.4995,0.0,25.6243,0.0829,0.4857,0.0,345.51,223.71
2424,0.262,0.0317,24.2507,0.087,0.7013,0.0145,345.51,226.01
2425,0.3248,0.0769,22.8028,0.1525,0.9086,0.0133,345.51,228.29
2426,0.2047,0.0352,23.3348,0.0498,0.6153,0.0,345.5,230.59
2427,0.4601,0.0107,26.1515,0.0,0.2209,0.0006,345.5,232.9
2428,0.3832,0.0549,25.4523,0.0,0.1863,0.0,345.5,235.2
2429,0.3486,0.0242,26.8494,0.0,0.2402,0.0029,345.5,237.51
2430,0.4337,0.0079,26.6938,0.0205,0.3044,0.0,345.5,239.82
2431,0.4814,0.0585,26.9499,0.0573,0.3484,0.003,345.5,242.13
2432,0.2106,0.0725,24.7831,0.0177,0.5697,0.0062,345.5,244.45
2433,0.3471,0.0287,25.0196,0.0352,0.5861,0.0,345.5,246.78
2434,0.4027,0.0542,23.9929,0.0522,0.7946,0.0,345.5,249.1
2435,0.7341,0.0258,23.0934,0.0193,0.6126,0.0,345.5,251.43
2437,0.3354,0.0012,22.9636,0.0122,0.4774,0.0096,345.49,256.09
2438,0.3698,0.0611,24.9009,0.0725,0.5588,0.0076,345.5,258.45
2439,0.45,0.0074,19.4473,0.1683,1.897,0.0046,345.49,260.78
2440,0.5748,0.0572,23.1015,0.0746,0.9692,0.0035,345.5,263.14
2441,0.3365,0.0463,26.3681,0.0447,0.4804,0.0139,345.49,265.48
2442,0.7502,0.0642,27.2836,0.084,0.489,0.0012,345.5,267.85
2443,0.5894,0.0455,27.5066,0.0573,0.4392,0.0024,345.49,270.19
2444,0.3917,0.0328,27.3977,0.0485,0.4854,0.0,345.49,272.56
2445,0.6027,0.0667,27.4726,0.0644,0.5222,0.0,345.5,274.95
2446,0.2539,0.0395,27.2576,0.035,0.5187,0.0081,345.49,277.3
2447,0.4023,0.0705,22.4907,0.1028,0.6884,0.0172,345.49,279.68
2448,0.5226,0.0274,23.9782,0.0567,0.8745,0.0117,345.49,282.06
2449,0.2997,0.0201,21.236,0.0947,1.2031,0.0044,345.5,284.46
2450,0.4597,0.0074,25.5489,0.0268,0.6607,0.0149,345.48,286.82
2451,0.3243,0.0573,27.005,0.0,0.1617,0.0015,345.48,289.21
2452,0.2143,0.029,21.4657,0.0,0.1466,0.0018,345.47,291.61
2453,0.5468,0.0845,29.0973,0.0,0.1144,0.0065,345.5,294.01
2454,0.3709,0.0294,25.8615,0.0003,0.2031,0.0002,345.47,296.41
2455,0.5541,0.0094,22.0838,0.14,1.3983,0.0018,345.47,298.82
2456,0.2075,0.0341,20.7694,0.166,1.4111,0.0139,345.49,301.22
2457,0.3159,0.0773,22.9603,0.0945,0.8642,0.0123,345.47,303.65
2458,0.3409,0.0558,23.3594,0.0725,0.8041,0.0,345.47,306.06
2459,0.2184,0.0053,20.1372,0.1427,0.8351,0.0178,345.47,308.49
2460,0.1936,0.0384,19.5591,0.0932,0.9431,0.0084,345.5,310.88
2461,0.4446,0.0495,21.9458,0.0724,1.0497,0.0025,345.48,313.33
2462,0.3569,0.0385,21.7035,0.1016,1.1304,0.0226,345.48,315.77
2463,0.3377,0.0293,23.2717,0.1714,0.9434,0.0,345.47,318.21
2464,0.1757,0.0065,21.3688,0.0404,0.5364,0.006,345.48,320.63
2465,0.411,0.0195,23.7796,0.0383,0.7132,0.0324,345.47,323.1
2466,0.3745,0.0237,22.7375,0.0636,0.904,0.0059,345.47,325.55
2467,0.3313,0.0154,22.441,0.009,0.4277,0.0037,345.48,327.99
2468,0.4905,0.0441,25.9034,0.0082,0.3889,0.0116,345.47,330.46
2469,0.3273,0.0303,22.3313,0.0389,0.6233,0.0,345.47,332.91
2470,0.349,0.0257,24.2485,0.0347,0.6323,0.0,345.47,335.38
2471,0.4491,0.0307,25.1372,0.048,0.5812,0.0018,345.47,337.84
2472,0.2447,0.0557,24.2586,0.0554,0.6621,0.0058,345.47,340.33
2473,0.3288,0.0258,21.9735,0.0,0.5795,0.0,345.47,342.8
2474,0.3044,0.0129,23.3634,0.0361,0.6202,0.0,345.47,345.28
2475,0.5241,0.0348,24.82,0.0525,0.3588,0.0,345.47,347.77
2476,0.3379,0.0145,19.1571,0.077,1.1284,0.0272,345.47,350.25
2477,0.4223,0.0257,18.3235,0.1495,1.747,0.0122,345.47,352.74
2478,0.233,0.0531,20.9447,0.1162,1.2947,0.0208,345.46,355.25
2479,0.379,0.0275,24.2406,0.0777,0.6795,0.0,345.46,357.75
2480,0.4584,0.0246,28.1964,0.0259,0.1722,0.0,345.46,360.25
2481,0.3737,0.0251,28.4022,0.0263,0.0749,0.0,345.46,362.76
2482,0.2992,0.0011,25.8612,0.0,0.2025,0.0,345.46,365.27
2483,0.3112,0.0172,25.715,0.0106,0.5077,0.0,345.46,367.79
2484,0.3547,0.0082,21.7628,0.0523,0.6523,0.0127,345.46,370.32
2485,0.4692,0.0191,22.99,0.1221,2.1805,0.0238,345.46,372.84
2486,0.313,0.0,22.9714,0.0305,0.5774,0.0,345.46,375.38
2487,0.1458,0.0584,24.0971,0.0784,0.6335,0.0,345.46,377.91
2488,0.443,0.0431,24.9148,0.0395,0.6947,0.01,345.46,380.45
2489,0.2772,0.0489,23.466,0.021,0.5624,0.0046,345.46,382.99
2490,0.6431,0.0318,24.1659,0.0449,0.7212,0.0236,345.45,385.55
2491,0.3462,0.0018,20.5636,0.0216,0.5739,0.0059,345.46,388.09
2492,0.1807,0.0684,23.8784,0.0479,0.6909,0.0192,345.45,390.65
2493,0.3259,0.0282,24.3095,0.0331,0.8124,0.0,345.45,393.21
2494,0.1826,0.049,27.0161,0.0197,0.4881,0.0,345.45,395.77
2495,0.3301,0.0082,25.8006,0.0133,0.3854,0.0119,345.45,398.34
2496,0.2471,0.0244,23.2764,0.0842,0.5726,0.0096,345.45,400.92
2497,0.225,0.0346,22.8778,0.0757,0.4911,0.0132,345.45,403.49
2498,0.2798,0.0457,26.9195,0.0361,0.2472,0.0,345.45,406.08
2499,0.479,0.0566,23.4568,0.11,0.9194,0.0245,345.45,408.66
2500,0.3246,0.0297,24.2547,0.0626,0.7453,0.0128,345.45,411.25
2501,0.4989,0.0574,25.2608,0.0177,0.176,0.0067,345.45,413.85
2502,0.4124,0.0307,26.6324,0.0,0.1783,0.0,345.45,416.45
2503,0.3137,0.0369,26.7693,0.0361,0.2565,0.0089,342.9,416.46
2504,0.4233,0.0221,23.097,0.031,0.2899,0.0,342.91,413.86
2505,0.2574,0.0133,24.4462,0.0357,0.6997,0.0065,342.91,411.26
2506,0.4896,0.0685,23.9145,0.0009,0.37,0.0036,342.91,408.67
2507,0.5358,0.0534,26.5681,0.0,0.3384,0.0131,342.91,406.09
2508,0.3343,0.0389,23.8088,0.0141,0.347,0.0114,342.92,403.51
2509,0.2335,0.0622,25.2642,0.0,0.2989,0.0044,342.92,400.93
2510,0.2709,0.0118,26.5729,0.0,0.1267,0.0033,342.92,398.35
2511,0.3277,0.0288,26.19,0.0,0.0789,0.0,342.93,395.78
2512,0.4644,0.0095,25.21,0.0098,0.2639,0.0,342.93,393.22
2513,0.2732,0.0257,23.3602,0.0291,0.486,0.0128,342.93,390.66
2514,0.2974,0.0377,25.0631,0.0213,0.6607,0.0079,342.93,388.1
2515,0.3296,0.0273,22.2686,0.0413,0.5482,0.0011,342.94,385.55
2516,0.4264,0.0315,25.47,0.0456,0.4964,0.0,342.94,383.0
2517,0.4536,0.0595,23.4349,0.0182,0.5396,0.0249,342.94,380.46
2518,0.4002,0.0237,24.1577,0.0,0.3359,0.0,342.95,377.92
2519,0.3472,0.0125,26.9401,0.0115,0.2945,0.0057,342.95,375.38
2520,0.4198,0.0588,24.8819,0.0,0.3068,0.0133,342.95,372.85
2521,0.2944,0.0127,24.8294,0.0,0.202,0.0,342.96,370.33
2522,0.4448,0.0226,26.4206,0.0,0.0327,0.0077,342.96,367.8
2523,0.3264,0.0364,27.4694,0.0,0.1008,0.0,342.96,365.29
2524,0.2798,0.0416,26.8535,0.0433,0.2805,0.0055,342.96,362.78
2525,0.4027,0.0598,25.9447,0.0863,0.0853,0.0,342.97,360.27
2526,0.3388,0.0625,26.2456,0.0267,0.6027,0.0,342.97,357.76
2527,0.2456,0.0143,22.398,0.0003,0.3628,0.0,342.97,355.25
2528,0.4351,0.0187,22.0187,0.0865,0.9836,0.0124,342.97,352.76
2529,0.2542,0.0206,21.8273,0.0974,0.6617,0.0129,342.98,350.27
2530,0.4834,0.0878,26.6004,0.025,0.1866,0.0027,342.98,347.78
2531,0.3108,0.0616,23.8065,0.2333,0.8867,0.0196,342.99,345.29
2532,0.2794,0.0311,21.8725,0.0382,0.6452,0.0192,342.99,342.8
2533,0.4414,0.0295,24.7003,0.0728,0.5762,0.0153,342.99,340.32
2534,0.2485,0.0303,25.5155,0.0199,0.551,0.0,342.99,337.86
2535,0.4783,0.0132,24.4453,0.0369,0.6647,0.0074,342.99,335.39
2536,0.4657,0.0647,22.0998,0.0899,1.2058,0.0054,343.0,332.91
2537,0.3625,0.0267,24.1414,0.0,0.3508,0.0,343.01,330.45
2538,0.3695,0.0,29.1291,0.0,0.0704,0.0,343.0,328.0
2539,0.4302,0.0399,25.5358,0.0,0.3165,0.0055,343.01,325.54
2540,0.4068,0.0271,22.8532,0.0784,0.9896,0.0139,343.01,323.1
2541,0.2584,0.0115,22.0692,0.1045,0.9964,0.0122,343.01,320.65
2542,0.2746,0.0253,22.5201,0.0836,0.9349,0.0,343.01,318.22
2543,0.2441,0.0635,23.5388,0.01,0.726,0.0091,343.01,315.79
2544,0.413,0.0422,22.965,0.0414,0.5686,0.0129,343.01,313.35
2545,0.3857,0.0271,21.6731,0.0358,0.6499,0.0164,343.03,310.91
2546,0.2569,0.0245,23.474,0.0658,0.8281,0.0,343.05,308.47
2547,0.2396,0.0018,20.9306,0.0849,0.7454,0.0145,343.03,306.07
2548,0.1458,0.049,21.2857,0.0979,1.3281,0.0,343.0,303.66
2549,0.277,0.0537,24.7834,0.0824,0.6566,0.0,343.03,301.24
2550,0.4298,0.0805,24.8961,0.0382,0.5505,0.008,343.04,298.83
2551,0.3766,0.0246,24.139,0.0486,0.4218,0.0007,343.04,296.42
2552,0.2282,0.0738,25.1845,0.0008,0.2349,0.0016,343.03,294.02
2553,0.3559,0.0372,26.6022,0.0196,0.2686,0.0049,343.02,291.61
2554,0.521,0.0421,22.8648,0.0312,0.6922,0.0048,343.05,289.23
2555,0.3763,0.0611,25.4372,0.0,0.3395,0.0086,343.07,286.86
2556,0.202,0.0079,27.1264,0.0,0.3426,0.0,343.06,284.46
2557,0.3766,0.0378,19.9205,0.1578,1.8009,0.0284,343.05,282.06
2558,0.2859,0.0165,21.3211,0.2388,1.3978,0.0134,343.05,279.68
2559,0.4739,0.0357,24.9255,0.0648,0.5822,0.0045,343.06,277.32
2560,0.4478,0.027,25.6773,0.0252,0.4715,0.0021,343.07,274.95
2561,0.41,0.0256,25.7752,0.0207,0.3238,0.0,343.07,272.58
2562,0.3638,0.0039,25.5503,0.0078,0.3977,0.0,343.07,270.22
2563,0.3275,0.0545,24.8227,0.022,0.4853,0.0,343.07,267.85
2564,0.5022,0.0409,24.4954,0.0672,0.6956,0.0054,343.07,265.5
2565,0.4879,0.0466,22.8749,0.1023,0.9732,0.008,343.08,263.15
2566,0.3171,0.0831,20.5976,0.1676,1.6719,0.0227,343.08,260.8
2567,0.3177,0.1094,24.657,0.0946,0.6254,0.0304,343.08,258.45
2568,0.3598,0.0175,22.0138,0.0912,1.1002,0.0184,343.09,256.12
2569,0.4419,0.0574,21.6468,0.0921,1.0975,0.0271,343.09,253.78
2570,0.37,0.0605,21.8189,0.1067,1.1249,0.0121,343.09,251.44
2571,0.5324,0.0352,24.7678,0.0369,0.5928,0.0182,343.09,249.1
2572,0.3297,0.0116,25.0172,0.0869,0.6439,0.0033,343.09,246.78
2573,0.3927,0.0396,25.1554,0.0643,0.6278,0.0034,343.1,244.46
2574,0.4116,0.042,25.3077,0.003,0.2666,0.0045,343.1,242.15
2575,0.5035,0.0941,28.2462,0.0352,0.2309,0.0154,343.1,239.82
2576,0.4732,0.0332,27.4097,0.0,0.128,0.0,343.11,237.51
2577,0.4785,0.0456,27.592,0.0,0.2126,0.0,343.11,235.21
2578,0.3435,0.058,24.8142,0.0,0.2098,0.0104,343.11,232.91
2579,0.2365,0.0,23.3979,0.0214,0.2946,0.0,343.11,230.61
2580,0.4961,0.0039,24.2833,0.0916,0.7835,0.0041,343.12,228.31
2581,0.2671,0.0022,22.2958,0.0191,0.5424,0.0181,343.12,226.01
2582,0.4299,0.0166,25.7839,0.0361,0.5213,0.0,343.12,223.73
2583,0.246,0.0623,26.0532,0.0402,0.4889,0.0046,343.12,221.44
2584,0.244,0.033,25.1806,0.0316,0.443,0.0098,343.13,219.16
2585,0.3413,0.0423,27.5802,0.0,0.1574,0.0,343.13,216.88
2586,0.5309,0.0634,26.4987,0.0098,0.0158,0.0,343.13,214.6
2587,0.2251,0.0364,27.0259,0.0,0.002,0.0025,343.13,212.33
2588,0.3675,0.0621,26.827,0.0,0.0249,0.0,343.14,210.06
2589,0.3549,0.0483,29.0376,0.0,0.0187,0.0,343.14,207.8
2590,0.6075,0.064,32.4719,0.0,0.0255,0.0,343.14,205.54
2591,0.2204,0.0265,26.3024,0.0,0.0049,0.0039,343.15,203.28
2592,0.2253,0.0108,29.1494,0.0,0.0384,0.0,343.15,201.02
2593,0.3308,0.0329,29.2873,0.0,0.0459,0.0113,343.15,198.77
2594,0.4089,0.0639,28.6337,0.0,0.0701,0.0,343.15,196.52
2595,0.5718,0.051,26.7698,0.0017,0.0245,0.0023,343.16,194.28
2596,0.5281,0.0735,26.8672,0.0,0.0653,0.0014,343.16,192.04
2597,0.3489,0.0372,27.6134,0.0044,0.0739,0.0,343.16,189.8
2598,0.3642,0.0534,29.1096,0.0,0.0297,0.0,343.16,187.57
2599,0.3075,0.0353,28.6833,0.0,0.0691,0.0099,340.81,187.58
2600,0.68,0.0331,29.8013,0.0,0.0502,0.0,340.8,189.82
2601,0.361,0.0294,27.3901,0.0042,0.0574,0.0159,340.8,192.05
2602,0.5603,0.0265,29.6871,0.0,0.0718,0.0,340.79,194.29
2603,0.6575,0.0467,30.3723,0.0,0.0408,0.0,340.79,196.54
2604,0.4332,0.0735,30.0584,0.0,0.0526,0.0,340.79,198.78
2605,0.8498,0.059,44.2055,0.0,0.0787,0.0,340.78,201.04
2606,0.4491,0.0255,26.6079,0.0,0.0394,0.0,340.78,203.29
2607,0.289,0.0513,28.1483,0.0,0.0611,0.0,340.77,205.55
2608,0.5084,0.0237,26.7514,0.0,0.0518,0.0,340.77,207.81
2609,0.8252,0.1076,31.6632,0.0,0.0736,0.0,340.76,210.07
2610,0.584,0.0555,31.5279,0.0,0.0488,0.0,340.76,212.34
2611,0.1899,0.0555,25.5636,0.0,0.0125,0.0,340.76,214.62
2612,0.375,0.0,28.1726,0.0,0.0986,0.0,340.75,216.89
2613,0.3066,0.0353,23.3729,0.0329,0.6232,0.0113,340.74,219.16
2614,0.5542,0.0517,27.5897,0.0394,0.2937,0.0021,340.74,221.45
2615,0.3253,0.0102,25.3645,0.0,0.0578,0.0,340.74,223.73
2616,0.4181,0.0213,27.3178,0.0,0.309,0.0,340.73,226.03
2617,0.5691,0.0444,26.2134,0.0,0.2806,0.0,340.73,228.32
2618,0.3105,0.0567,24.2712,0.0078,0.2742,0.006,340.72,230.61
2619,0.5551,0.0356,27.1679,0.0,0.1232,0.0,340.72,232.92
2620,0.3577,0.0268,27.8822,0.0139,0.107,0.0,340.71,235.22
2621,0.3229,0.0394,27.2296,0.0064,0.191,0.0,340.71,237.53
2622,0.2752,0.0284,26.3347,0.0003,0.211,0.0,340.71,239.84
2623,0.3455,0.0159,27.9474,0.0129,0.2323,0.0,340.7,242.16
2624,0.2058,0.0122,26.9787,0.0,0.1843,0.0004,340.7,244.47
2625,0.2826,0.0644,24.6835,0.0533,0.7905,0.0,340.69,246.8
2626,0.277,0.0292,23.3492,0.1391,0.918,0.0409,340.69,249.13
2627,0.1488,0.0219,21.2913,0.1581,1.2208,0.0087,340.68,251.46
2628,0.3137,0.0143,21.1729,0.104,1.1654,0.0241,340.68,253.78
2629,0.4304,0.035,21.288,0.0771,1.1714,0.0166,340.68,256.13
