PMC,Mg,Al,Ca,Ti,Fe,Si,image_i,image_j
1925,0.3432,0.0229,24.6104,0.0057,0.4993,0.001,360.69,413.79
1926,0.3841,0.0563,26.9671,0.0185,0.3333,0.0031,360.71,416.38
1927,0.3659,0.039,28.0769,0.0,0.1989,0.0119,358.16,416.4
1928,0.4367,0.0548,29.2144,0.0,0.0924,0.0,358.15,413.79
1929,0.3896,0.0338,25.7522,0.0,0.2546,0.0129,358.14,411.2
1930,0.2925,0.0649,24.7346,0.0,0.269,0.0086,358.13,408.61
1931,0.5805,0.0349,26.0303,0.0384,0.4052,0.0,358.12,406.02
1932,0.4643,0.066,26.3497,0.0512,0.4323,0.0,358.11,403.44
1933,0.3051,0.0101,27.4119,0.0,0.2181,0.0,358.1,400.87
1934,0.4404,0.0056,27.6995,0.0105,0.0974,0.01,358.09,398.29
1935,0.4235,0.0314,23.6945,0.0716,0.8118,0.019,358.08,395.72
1936,0.266,0.0037,24.7392,0.0412,0.6232,0.0151,358.07,393.15
1937,0.503,0.0583,27.5881,0.0111,0.2246,0.0,358.06,390.59
1938,0.4129,0.012,24.9453,0.0,0.255,0.0,358.05,388.04
1939,0.2911,0.0169,24.9513,0.0,0.1197,0.0114,358.05,385.49
1940,0.2479,0.0579,28.085,0.0,0.1622,0.0,358.04,382.94
1941,0.338,0.0242,24.3231,0.0816,0.6948,0.0,358.03,380.39
1942,0.3925,0.0516,25.0823,0.0539,0.5609,0.0166,358.02,377.86
1943,0.26,0.0905,23.6279,0.0673,0.8409,0.0202,358.01,375.32
1944,0.5006,0.0349,23.6613,0.0694,0.8769,0.0136,358.0,372.79
1945,0.2637,0.0171,23.7985,0.0526,0.839,0.0,357.99,370.26
1946,0.4702,0.0369,25.6444,0.0406,0.4448,0.0044,357.98,367.74
1947,0.2462,0.0377,22.0836,0.1625,1.4587,0.0173,357.97,365.22
1948,0.2814,0.0401,14.9945,0.3699,2.6913,0.0464,357.96,362.71
1949,0.2311,0.0293,14.1,0.4009,2.8127,0.0408,357.95,360.2
1950,0.4374,0.036,17.1576,0.2714,2.0207,0.032,357.94,357.69
1951,0.5178,0.0114,15.8308,0.3152,2.6453,0.044,357.93,355.19
1952,0.1551,0.0458,14.5436,0.2789,2.9782,0.0372,357.92,352.7
1953,0.3973,0.0391,14.8949,0.2686,2.5299,0.0214,357.91,350.2
1954,0.3015,0.072,14.201,0.2943,3.0811,0.0789,357.9,347.71
1955,0.3479,0.0,19.2751,0.2184,1.7017,0.035,357.89,345.22
1956,0.407,0.0576,23.2871,0.0587,0.9476,0.0157,357.88,342.74
1957,0.2377,0.0437,26.06,0.0,0.0227,0.0,357.87,340.26
1958,0.5084,0.0201,28.3543,0.0,0.0344,0.0,357.86,337.8
1959,0.4256,0.0294,26.5585,0.0,0.013,0.0,357.86,335.31
1960,0.5563,0.0303,28.2062,0.0,0.0571,0.0,357.85,332.87
1961,0.4621,0.0688,27.6307,0.0,0.0871,0.0,357.84,330.39
1962,0.4838,0.0113,24.5338,0.0437,0.6397,0.0034,357.83,327.94
1963,0.345,0.0489,21.1898,0.0859,0.6837,0.0,357.82,325.48
1964,0.4489,0.0274,21.8499,0.1437,1.1289,0.0404,357.81,323.02
1965,0.2143,0.0267,20.2913,0.0694,0.719,0.0153,357.8,320.6
1966,0.3884,0.0524,25.3835,0.0618,0.6316,0.0217,357.79,318.16
1967,0.3651,0.0312,23.9938,0.0167,0.3533,0.0,357.78,315.71
1968,0.267,0.0579,26.0752,0.006,0.3253,0.0,357.77,313.27
1969,0.2959,0.0358,24.0563,0.0191,0.3566,0.0,357.76,310.85
1970,0.3828,0.0,25.0451,0.0104,0.5114,0.0,357.76,308.44
1971,0.6852,0.0,25.8159,0.0405,0.5368,0.0038,357.75,306.01
1972,0.3792,0.0,24.2343,0.0602,0.7204,0.0085,357.74,303.6
1973,0.2355,0.0605,23.0847,0.0676,0.8375,0.0,357.71,301.13
1974,0.1933,0.0,23.5728,0.0953,0.7609,0.0133,357.56,298.61
1975,0.272,0.0,22.4161,0.124,0.9878,0.0,357.56,296.51
1976,0.3207,0.0395,24.5494,0.0,0.1776,0.0,357.68,294.0
1977,0.6433,0.0104,32.2119,0.0,0.0229,0.0,357.69,291.54
1978,0.5821,0.0405,27.76,0.0235,0.035,0.0123,357.68,289.15
1979,0.2007,0.0551,24.5076,0.0786,0.8144,0.0138,357.67,286.75
1980,0.4682,0.0219,22.6112,0.0165,0.5313,0.0091,357.66,284.39
1981,0.3752,0.0438,26.949,0.0236,0.444,0.0015,357.65,282.01
1982,0.4678,0.0565,24.7334,0.0388,0.3783,0.0132,357.64,279.63
1983,0.628,0.0686,27.9525,0.0677,0.5169,0.0,357.64,277.24
1984,0.5793,0.0815,27.702,0.1294,0.5813,0.0065,357.63,274.87
1985,0.22,0.0268,27.4315,0.0817,0.5323,0.0,357.62,272.52
1986,0.5807,0.0677,22.7723,0.1453,0.6857,0.0,357.61,270.15
1987,0.1752,0.0014,27.6244,0.0667,0.4915,0.0,357.6,267.78
1988,0.3412,0.0418,25.5769,0.0716,0.6508,0.0,357.59,265.44
1989,0.3058,0.0165,21.93,0.0199,0.7398,0.0173,357.58,263.07
1990,0.3187,0.0,20.6955,0.0377,0.9469,0.0124,357.57,260.74
1991,0.4127,0.0185,26.4615,0.0,0.0691,0.0,357.56,258.38
1992,0.4279,0.0347,26.6951,0.0,0.0412,0.0052,357.55,256.05
1993,0.1174,0.0179,26.086,0.0,0.0348,0.0,357.55,253.71
1994,0.4866,0.0396,28.8424,0.0,0.1007,0.0,357.54,251.37
1995,0.3686,0.0389,18.9949,0.1198,0.4364,0.0,357.53,249.04
1996,0.39,0.0194,14.1839,0.4596,3.8592,0.0447,357.52,246.72
1997,0.2258,0.0902,15.2702,0.4434,3.3823,0.0278,357.51,244.39
1998,0.228,0.0287,22.5797,0.0513,0.6971,0.0133,357.5,242.08
1999,0.4614,0.0148,25.9934,0.0106,0.4993,0.0,357.49,239.76
2000,0.2612,0.0517,25.7854,0.0317,0.3969,0.0128,357.48,237.45
2001,0.378,0.066,23.9116,0.0403,0.8506,0.0229,357.48,235.14
2002,0.4111,0.0181,23.3618,0.01,0.5012,0.0055,357.47,232.83
2003,0.3605,0.0324,27.9757,0.0,0.1216,0.0014,357.46,230.53
2004,0.5018,0.0527,26.3906,0.0,0.0604,0.0,357.45,228.24
2005,0.3701,0.0403,27.2131,0.0,0.2409,0.0,357.44,225.95
2006,0.3607,0.0399,26.1904,0.0312,0.4349,0.0,357.43,223.65
2007,0.5196,0.0556,28.312,0.0,0.1469,0.0,357.42,221.37
2008,0.5786,0.0529,29.1359,0.0258,0.0907,0.0,357.41,219.09
2009,0.5869,0.0233,28.1868,0.0,0.0385,0.0029,357.41,216.81
2010,0.4057,0.0154,29.4987,0.0,0.0307,0.0,357.4,214.53
2011,0.3299,0.0089,28.5946,0.0,0.0441,0.0,357.39,212.26
2012,0.4252,0.0282,28.7647,0.0,0.0567,0.0,357.38,209.99
2013,0.4578,0.0511,31.5239,0.0,0.0561,0.0,357.37,207.73
2014,0.2488,0.0464,28.7776,0.0,0.0233,0.0,357.36,205.47
2015,0.3862,0.0466,26.7065,0.0,0.027,0.0,357.35,203.21
2016,0.2159,0.0383,28.9812,0.0,0.0205,0.0,357.35,200.95
2017,0.3317,0.0049,28.9881,0.0,0.0374,0.0,357.34,198.7
2018,0.4463,0.0209,28.8987,0.0,0.0076,0.0,357.33,196.46
2019,0.3088,0.0534,26.6031,0.0,0.0236,0.0,357.32,194.21
2020,0.3829,0.054,26.7907,0.0,0.0196,0.0,357.31,191.97
2021,0.6557,0.0615,29.3051,0.0,0.0848,0.0108,357.3,189.74
2022,0.4771,0.032,30.5826,0.0,0.0433,0.0,357.3,187.5
2023,0.237,0.0567,27.0918,0.0,0.04,0.0,354.94,187.51
2024,0.5275,0.0351,31.5003,0.0,0.0105,0.0,354.95,189.75
2025,0.3511,0.0524,27.4279,0.0,0.0425,0.0001,354.95,191.98
2026,0.3578,0.0417,28.8716,0.0,0.0016,0.0,354.96,194.22
2027,0.298,0.0518,27.3948,0.0,0.011,0.0,354.97,196.47
2028,0.5178,0.0385,26.804,0.0023,0.0299,0.0055,354.97,198.72
2029,0.283,0.0387,28.6941,0.0,0.0213,0.0,354.98,200.96
2030,0.4866,0.04,35.6421,0.0,0.0484,0.0,354.99,203.22
2032,0.4892,0.0738,31.1557,0.0,0.029,0.0,355.0,207.74
2033,0.469,0.0551,27.7144,0.0,0.0234,0.0,355.01,210.0
2034,0.4608,0.0695,28.0914,0.0,0.0102,0.0,355.01,212.27
2035,0.3738,0.0297,25.6686,0.0,0.1747,0.0,355.02,214.54
2036,0.4163,0.0515,27.039,0.0,0.4359,0.0035,355.03,216.82
2037,0.213,0.0263,26.0572,0.0,0.3225,0.0,355.03,219.1
2038,0.4877,0.0329,25.6732,0.0,0.4217,0.0,355.04,221.38
2039,0.4997,0.101,26.3993,0.0557,0.4982,0.0,355.05,223.67
2040,0.4551,0.0431,26.1432,0.0074,0.4786,0.0,355.05,225.96
2041,0.2137,0.0423,26.2329,0.0081,0.3833,0.01,355.06,228.25
2042,0.6834,0.0893,27.0044,0.0358,0.2024,0.0,355.07,230.55
2043,0.3991,0.0339,25.7732,0.0595,0.6533,0.0,355.07,232.85
2044,0.3425,0.0424,26.5044,0.0281,0.3501,0.0,355.08,235.15
2045,0.3361,0.0542,25.561,0.0469,0.5122,0.0,355.09,237.46
2046,0.4075,0.0438,24.7398,0.0506,0.6464,0.0,355.09,239.77
2047,0.1806,0.0269,22.0884,0.0695,0.6437,0.0,355.1,242.09
2048,0.4687,0.0297,23.2551,0.0946,0.8768,0.0,355.11,244.4
2049,0.3459,0.0,20.856,0.1139,1.364,0.0376,355.12,246.73
2050,0.4757,0.0642,25.634,0.341,0.5106,0.0125,355.12,249.05
2051,0.3181,0.0097,23.5885,0.0056,0.1414,0.0193,355.13,251.38
2052,0.4981,0.0483,25.6776,0.0,0.0986,0.0,355.14,253.72
2053,0.3139,0.0185,28.2139,0.0,0.1003,0.0,355.14,256.06
2054,0.7383,0.0707,29.5433,0.0287,0.2285,0.0,355.15,258.39
2055,0.24,0.031,23.9238,0.0564,1.0687,0.0157,355.16,260.75
2056,0.4833,0.0105,23.5784,0.0825,0.7815,0.0095,355.16,263.08
2057,0.1882,0.0491,25.3202,0.0648,0.5976,0.0298,355.17,265.45
2058,0.5167,0.0391,26.9271,0.0456,0.4472,0.0046,355.18,267.79
2059,0.4269,0.0581,27.7776,0.0317,0.5249,0.0,355.19,270.16
2060,0.4483,0.0307,26.3628,0.127,0.5747,0.0161,355.19,272.53
2061,0.5055,0.0401,27.3195,0.064,0.5109,0.0,355.2,274.88
2062,0.4179,0.0612,28.1593,0.0732,0.4104,0.0,355.21,277.25
2063,0.208,0.0822,25.8702,0.0516,0.3317,0.0017,355.21,279.64
2064,0.3791,0.0253,26.2522,0.0394,0.3314,0.0,355.22,282.02
2065,0.5648,0.0165,25.5818,0.0144,0.4583,0.0,355.23,284.4
2066,0.4293,0.0395,23.1818,0.0896,0.912,0.0,355.23,286.77
2067,0.4241,0.0604,26.5308,0.0,0.3599,0.0043,355.24,289.16
2068,0.4686,0.0137,26.0055,0.0218,0.4346,0.0,355.24,291.55
2069,0.4379,0.0642,25.6498,0.03,0.1711,0.0,355.27,294.01
2070,0.4474,0.0,23.1287,0.0499,0.8793,0.024,355.41,296.52
2071,0.504,0.0,23.7964,0.1003,0.8246,0.0204,355.42,298.62
2072,0.3507,0.0,23.273,0.093,0.8088,0.0,355.29,301.14
2073,0.5491,0.0222,23.3506,0.0627,0.8122,0.0071,355.28,303.62
2074,0.3696,0.0632,24.5167,0.078,0.6168,0.0103,355.29,306.02
2075,0.4927,0.0549,25.587,0.0714,0.5099,0.009,355.3,308.45
2076,0.5476,0.0165,25.7009,0.0393,0.484,0.0,355.31,310.86
2077,0.4928,0.0,26.629,0.0418,0.3848,0.0,355.31,313.28
2078,0.511,0.0509,24.4584,0.012,0.3533,0.0029,355.32,315.72
2079,0.3453,0.0228,25.4528,0.0085,0.5495,0.0117,355.33,318.17
2080,0.3259,0.0447,23.5192,0.0613,0.8233,0.0156,355.33,320.61
2081,0.3254,0.01,21.9468,0.1111,1.126,0.0,355.34,323.03
2082,0.3838,0.0185,23.5097,0.0362,0.7202,0.0211,355.35,325.49
2083,0.3184,0.0105,22.2484,0.1006,1.0722,0.0,355.36,327.96
2084,0.2919,0.0474,24.3439,0.0,0.3735,0.0,355.36,330.4
2085,0.3151,0.038,25.1828,0.0331,0.5875,0.0,355.37,332.88
2086,0.3152,0.0385,24.6862,0.0108,0.1966,0.0035,355.38,335.32
2087,0.3855,0.0256,27.3234,0.0191,0.1882,0.0,355.39,337.81
2088,0.617,0.0367,27.6234,0.0,0.2006,0.0045,355.39,340.27
2089,0.3381,0.0402,22.5512,0.0834,0.7628,0.0175,355.4,342.75
2090,0.1512,0.0578,21.636,0.4037,1.2608,0.0309,355.41,345.23
2091,0.3087,0.0516,17.8157,0.2111,2.2924,0.034,355.41,347.72
2092,0.2776,0.0437,13.8919,0.3157,2.9406,0.0635,355.42,350.21
2093,0.3344,0.009,13.9026,0.2867,2.8461,0.0358,355.43,352.71
2094,0.2973,0.0514,14.4168,0.3332,3.1845,0.0455,355.44,355.2
2095,0.2499,0.0241,17.0433,0.2629,2.1603,0.0633,355.44,357.7
2096,0.506,0.0878,14.7381,0.3028,2.725,0.0676,355.45,360.21
2097,0.2006,0.0686,14.6228,0.4691,2.8801,0.0424,355.46,362.73
2098,0.4754,0.0159,22.8999,0.4239,0.9368,0.0187,355.47,365.24
2099,0.543,0.0876,19.7874,0.0,0.3557,0.0138,355.47,367.75
2100,0.1851,0.0163,24.0653,0.0649,0.9399,0.0139,355.48,370.27
2101,0.411,0.0132,23.0177,0.1132,0.9752,0.0,355.49,372.8
2102,0.33,0.0218,23.3006,0.0542,0.8175,0.0125,355.5,375.33
2103,0.5352,0.0542,23.8668,0.041,0.5571,0.0286,355.5,377.87
2104,0.1626,0.0016,22.0381,0.0332,0.4949,0.0123,355.51,380.4
2105,0.2719,0.0388,23.7923,0.0063,0.417,0.0023,355.52,382.95
2106,0.2492,0.0348,24.0714,0.006,0.3387,0.0347,355.53,385.5
2107,0.6385,0.0506,27.566,0.046,0.2953,0.0,355.53,388.05
2108,0.3494,0.0217,27.7415,0.0,0.2152,0.0,355.54,390.6
2109,0.3399,0.0305,23.8672,0.0,0.2793,0.0017,355.55,393.16
2110,0.5159,0.0,23.478,0.0625,0.8796,0.0095,355.56,395.73
2111,0.2913,0.048,24.8336,0.0888,0.5963,0.0,355.57,398.3
2112,0.2102,0.0334,21.7036,0.1848,1.6946,0.0079,355.57,400.88
2113,0.3075,0.0415,22.2471,0.0515,0.8285,0.0057,355.58,403.45
2114,0.4241,0.0554,28.3246,0.0086,0.1445,0.0142,355.59,406.03
2115,0.3367,0.0856,28.4041,0.0,0.1421,0.0,355.6,408.62
2116,0.2904,0.0034,26.9208,0.0079,0.2736,0.0031,355.6,411.21
2117,0.3184,0.0302,24.6564,0.0,0.1219,0.0,355.61,413.8
2118,0.4034,0.011,25.9652,0.0021,0.1,0.0,355.62,416.41
2119,0.6223,0.0451,26.1634,0.0,0.1105,0.0009,353.08,416.42
2120,0.5726,0.0502,27.677,0.0072,0.2133,0.0089,353.07,413.82
2121,0.3536,0.0117,26.6135,0.0265,0.546,0.0,353.06,411.22
2122,0.3571,0.051,27.6659,0.0,0.0819,0.0128,353.06,408.63
2123,0.2803,0.0502,24.3094,0.0335,0.4328,0.0,353.05,406.05
2124,0.2547,0.0234,19.1267,0.1005,1.4301,0.0138,353.05,403.46
2125,0.3068,0.025,20.7174,0.1645,1.2876,0.0116,353.04,400.88
2126,0.6033,0.0344,23.4808,0.0863,0.8574,0.0088,353.04,398.31
2127,0.3224,0.0499,24.7352,0.0,0.1489,0.002,353.03,395.74
2128,0.3455,0.0223,26.8275,0.006,0.356,0.0055,353.03,393.18
2129,0.378,0.0113,21.05,0.0362,0.5942,0.0382,353.02,390.61
2130,0.4088,0.0071,22.5634,0.0236,0.6482,0.0134,353.01,388.06
2131,0.2384,0.0303,23.2046,0.0256,0.5079,0.0,353.01,385.51
2132,0.2907,0.0,23.9805,0.0257,0.6223,0.0188,353.0,382.96
2133,0.3676,0.0507,22.3585,0.0379,0.4355,0.0183,353.0,380.41
2134,0.2745,0.0006,21.7906,0.0357,0.4909,0.0144,352.99,377.87
2135,0.2294,0.0125,23.2849,0.0423,0.6107,0.0012,352.99,375.34
2136,0.3286,0.0,23.4944,0.0263,0.5231,0.0067,352.98,372.82
2137,0.5422,0.0245,24.4216,0.0443,0.6998,0.0143,352.98,370.28
2138,0.4002,0.0138,26.1294,0.0,0.4664,0.0,352.97,367.76
2139,0.5602,0.0798,26.3618,0.0,0.4603,0.0006,352.97,365.24
2140,0.5532,0.009,16.0943,0.2367,2.3474,0.0964,352.96,362.72
2141,0.3402,0.0213,14.5052,0.2574,2.4197,0.08,352.96,360.21
2142,0.2469,0.0474,14.493,0.3014,2.6083,0.0517,352.95,357.71
2143,0.1781,0.0,13.7609,0.3864,3.2025,0.057,352.94,355.21
2144,0.3767,0.0066,15.9456,0.2282,2.6001,0.025,352.94,352.72
2145,0.201,0.0609,17.6036,0.2286,2.0046,0.0455,352.93,350.22
2146,0.4338,0.0498,18.3673,0.1787,1.993,0.021,352.93,347.73
2147,0.2598,0.0,21.6623,0.1693,1.2022,0.0055,352.92,345.25
2148,0.4353,0.0297,22.3718,0.0499,0.5948,0.0035,352.92,342.77
2149,0.3453,0.0281,24.3544,0.1007,0.7593,0.0,352.91,340.28
2150,0.274,0.0572,23.6466,0.0589,0.9428,0.02,352.91,337.81
2151,0.2942,0.0287,24.6239,0.0453,0.7288,0.0012,352.9,335.34
2152,0.3366,0.0521,24.5401,0.0375,0.6677,0.0293,352.9,332.87
2153,0.3576,0.0281,23.1795,0.0297,0.3733,0.0028,352.89,330.41
2154,0.4416,0.0294,22.0011,0.0884,1.0546,0.0,352.89,327.96
2155,0.2702,0.0306,21.371,0.0556,0.7169,0.0063,352.88,325.51
2156,0.3426,0.0393,23.0866,0.0571,0.7778,0.0,352.88,323.05
2157,0.3705,0.0354,22.2924,0.118,0.9816,0.0161,352.87,320.62
2158,0.3806,0.0627,24.0913,0.0379,0.7024,0.02,352.87,318.17
2159,0.2479,0.0667,23.3967,0.0426,0.3567,0.0066,352.86,315.72
2160,0.1585,0.0,26.216,0.035,0.4135,0.0,352.85,313.3
2161,0.447,0.0298,26.1662,0.0428,0.4587,0.0,352.85,310.88
2162,0.3458,0.0469,25.5537,0.067,0.3399,0.0065,352.85,308.44
2163,0.5537,0.0228,24.2616,0.0819,0.7117,0.0,352.83,306.05
2164,0.3477,0.065,23.2382,0.0686,0.8457,0.0099,352.85,303.58
2165,0.4263,0.0464,23.2378,0.1084,0.8185,0.0161,352.83,301.19
2166,0.3563,0.0276,23.9469,0.0671,0.6656,0.0,352.87,298.77
2167,0.2755,0.0152,21.6307,0.1462,1.2598,0.0,352.86,296.39
2168,0.3424,0.0278,23.2743,0.1161,0.9474,0.0089,352.82,293.98
2169,0.179,0.0618,22.7404,0.0875,0.9564,0.0217,352.82,291.6
2170,0.3976,0.0049,24.3274,0.0282,0.7933,0.0,352.79,289.16
2171,0.3952,0.0,24.0916,0.1214,0.9278,0.0,352.8,286.81
2172,0.2659,0.0746,24.8922,0.0613,0.6543,0.0119,352.79,284.4
2173,0.1542,0.0137,25.475,0.086,0.4012,0.0,352.79,282.02
2174,0.4451,0.0324,27.3189,0.0832,0.4658,0.0077,352.79,279.66
2175,0.3718,0.0149,27.6971,0.0232,0.4603,0.0,352.78,277.28
2176,0.3258,0.0427,27.1034,0.0653,0.5561,0.0,352.77,274.89
2177,0.2315,0.0538,27.0104,0.088,0.5827,0.0,352.77,272.54
2178,0.5581,0.0457,27.809,0.0729,0.6096,0.0,352.76,270.17
2179,0.4381,0.0,25.7463,0.0487,0.4801,0.0,352.76,267.81
2180,0.1772,0.032,20.8343,0.0481,0.4068,0.0597,352.75,265.46
2181,0.3529,0.0216,24.8897,0.019,0.566,0.0321,352.75,263.1
2182,0.2648,0.0114,22.9421,0.1126,1.0702,0.0038,352.74,260.76
2183,0.2719,0.0602,26.2298,0.0329,0.5239,0.0033,352.74,258.41
2184,0.5136,0.0459,29.305,0.0,0.0357,0.0,352.73,256.07
2185,0.5554,0.0261,26.3105,0.0,0.0366,0.0076,352.73,253.72
2186,0.3558,0.0448,27.0907,0.0,0.3524,0.0014,352.72,251.39
2187,0.3388,0.0857,22.1899,0.0565,0.479,0.0005,352.72,249.07
2188,0.3674,0.0273,23.8309,0.0892,0.78,0.0158,352.71,246.74
2189,0.5237,0.026,23.952,0.057,0.8162,0.0217,352.71,244.41
2190,0.4385,0.0,23.9988,0.0,0.4346,0.0,352.7,242.1
2191,0.2389,0.0046,22.6216,0.0328,0.5098,0.0028,352.7,239.79
2192,0.4066,0.0539,25.2473,0.048,0.556,0.0119,352.69,237.48
2193,0.3429,0.0285,23.36,0.0145,0.3319,0.0,352.69,235.17
2194,0.5083,0.0098,23.7892,0.1188,1.0803,0.0058,352.68,232.86
2195,0.2847,0.0095,25.4859,0.1137,0.5568,0.0146,352.68,230.56
2196,0.1519,0.0238,21.3045,0.0588,0.6502,0.0032,352.67,228.26
2197,0.2447,0.0,21.8177,0.063,0.6403,0.0161,352.67,225.96
2198,0.4309,0.0287,24.4495,0.0443,0.439,0.0187,352.66,223.68
2199,0.3498,0.0189,25.8988,0.0637,0.3899,0.0091,352.66,221.4
2200,0.1623,0.0344,25.5373,0.0134,0.4765,0.004,352.65,219.11
2201,0.4872,0.0175,25.0913,0.0,0.6803,0.0058,352.65,216.83
2202,0.337,0.0,26.0618,0.0,0.5022,0.0,352.64,214.55
2203,0.3349,0.0205,27.3781,0.0,0.0534,0.0,352.64,212.28
2204,0.2533,0.0228,29.0192,0.0,0.0267,0.0,352.63,210.02
2205,0.4168,0.0486,31.0195,0.0,0.0351,0.0,352.63,207.75
2206,0.3901,0.0621,26.8493,0.0,0.0234,0.0,352.62,205.49
2207,0.65,0.0845,26.491,0.0,0.0205,0.0199,352.62,203.23
2208,0.481,0.046,26.5594,0.0,0.0111,0.0,352.61,200.98
2209,0.5351,0.0677,28.7917,0.0,0.0353,0.0,352.61,198.73
2210,0.2382,0.0895,29.065,0.0,0.0304,0.0065,352.6,196.48
2211,0.68,0.0874,37.4242,0.0,0.0546,0.0,352.6,194.23
2212,0.3967,0.1,27.4372,0.02,0.0319,0.005,352.59,191.99
2213,0.4448,0.0267,28.4006,0.0,0.0305,0.0026,352.59,189.76
2214,0.4151,0.026,28.9302,0.0,0.0263,0.0,352.58,187.53
2215,0.4638,0.0619,28.8679,0.0,0.0411,0.0,350.23,187.54
2216,0.4156,0.0358,26.893,0.0,0.0547,0.0,350.23,189.77
2217,0.2898,0.032,27.9491,0.0,0.0642,0.0,350.23,192.01
2218,0.6352,0.1111,33.9533,0.0,0.0448,0.0,350.24,194.25
2219,0.5106,0.0844,29.4889,0.0051,0.0128,0.0,350.24,196.49
2220,0.6742,0.0403,33.3968,0.0,0.0653,0.0,350.24,198.74
2221,0.4487,0.0604,29.1241,0.0,0.0219,0.008,350.25,200.99
2222,0.4848,0.0392,31.2096,0.0,0.0268,0.0,350.25,203.25
2223,0.406,0.0373,28.9109,0.0,0.0277,0.0,350.25,205.5
2224,0.7527,0.0857,31.1045,0.0,0.1204,0.0,350.26,207.76
2225,0.1352,0.0538,25.4756,0.0,0.0127,0.0059,350.26,210.03
2226,0.4278,0.0525,29.771,0.0,0.0356,0.0,350.26,212.3
2227,0.3656,0.0525,25.9255,0.0,0.0729,0.0,350.26,214.57
2228,0.3187,0.0399,26.2113,0.0743,0.4499,0.004,350.27,216.84
2229,0.4444,0.0082,24.9419,0.0259,0.39,0.0,350.27,219.12
2230,0.3538,0.0425,26.4808,0.0462,0.359,0.0,350.27,221.4
2231,0.4917,0.0,24.7233,0.0,0.2853,0.0028,350.28,223.7
2232,0.3488,0.0305,24.9124,0.0466,0.6657,0.0189,350.28,225.98
2233,0.4062,0.0464,24.7676,0.0569,0.7148,0.0106,350.28,228.27
2234,0.3265,0.0239,25.7927,0.0,0.4985,0.0,350.29,230.57
2235,0.1975,0.0229,22.3714,0.0324,0.4837,0.0036,350.29,232.88
2236,0.4238,0.031,26.7256,0.0,0.3362,0.0,350.29,235.18
2237,0.5707,0.0303,26.8011,0.0,0.3735,0.0122,350.3,237.48
2238,0.3763,0.0,26.068,0.052,0.5307,0.0,350.3,239.79
2239,0.3397,0.0,25.4309,0.0153,0.4919,0.0,350.3,242.1
2240,0.2259,0.0458,23.7518,0.0653,0.8622,0.0192,350.3,244.42
2241,0.4159,0.0624,24.0711,0.0417,0.6832,0.0129,350.31,246.75
2242,0.487,0.0557,25.2134,0.0143,0.5919,0.0,350.31,249.08
2243,0.2537,0.0357,27.4907,0.0,0.3199,0.0,350.31,251.41
2244,0.3614,0.0538,28.91,0.0,0.038,0.0,350.32,253.75
2245,0.3934,0.0224,28.9593,0.0,0.0266,0.0,350.32,256.08
2246,0.2695,0.0,26.0705,0.0563,0.3577,0.0,350.32,258.43
2247,0.4108,0.0531,22.2545,0.0839,1.3236,0.0346,350.33,260.76
2248,0.5059,0.0254,25.7147,0.0156,0.517,0.0053,350.33,263.12
2249,0.3251,0.0224,26.3707,0.0978,0.4655,0.0,350.33,265.46
2250,0.5526,0.0,26.8931,0.092,0.5215,0.0034,350.34,267.83
2251,0.403,0.0581,27.8326,0.0635,0.6107,0.0156,350.34,270.19
2252,0.2352,0.0149,24.7183,0.07,0.4696,0.0,350.34,272.56
2253,0.4876,0.0468,27.6514,0.0438,0.659,0.0045,350.35,274.93
2254,0.4113,0.0802,25.4418,0.0322,0.4302,0.0007,350.35,277.28
2255,0.4558,0.0512,27.4274,0.058,0.4837,0.0109,350.35,279.66
2256,0.4569,0.0591,27.6234,0.0805,0.4687,0.0139,350.36,282.04
2257,0.4804,0.0995,24.513,0.0778,0.6259,0.0161,350.35,284.39
2258,0.4578,0.0647,21.4018,0.0556,0.8223,0.0192,350.35,286.79
2259,0.2021,0.062,25.6464,0.0279,0.4983,0.0,350.36,289.19
2260,0.3285,0.0386,23.032,0.0179,0.614,0.0,350.36,291.58
2261,0.3883,0.0371,23.8701,0.0715,0.784,0.0,350.4,294.0
2262,0.3716,0.0293,20.8946,0.1582,1.3051,0.0,350.35,296.39
2263,0.3459,0.0168,22.4587,0.0842,0.9751,0.0057,350.36,298.8
2264,0.2985,0.0476,23.2471,0.0772,0.7912,0.0,350.41,301.19
2265,0.2673,0.0472,23.3096,0.0915,0.7897,0.0,350.38,303.63
2266,0.3561,0.0236,22.83,0.1096,0.8345,0.0,350.38,306.04
2267,0.481,0.0252,24.3522,0.1707,0.6567,0.007,350.38,308.47
2268,0.3672,0.0531,24.7152,0.1685,0.4999,0.0003,350.38,310.91
2269,0.457,0.051,25.5208,0.0681,0.4865,0.0062,350.4,313.31
2270,0.3527,0.0418,24.0331,0.0737,0.6829,0.0,350.4,315.74
2271,0.2565,0.0045,22.6438,0.0541,0.9875,0.0,350.4,318.19
2272,0.4141,0.0362,22.4846,0.0248,0.9984,0.0203,350.41,320.61
2273,0.2154,0.0089,21.4264,0.003,0.5049,0.0,350.41,323.05
2274,0.354,0.0241,22.4534,0.0897,0.9384,0.0131,350.41,325.51
2275,0.3438,0.0316,21.2118,0.1457,1.2018,0.0195,350.42,327.96
2276,0.2862,0.0,24.5962,0.0826,0.7509,0.0,350.42,330.43
2277,0.5693,0.0061,24.0618,0.0299,0.784,0.018,350.42,332.88
